nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
"Dorotea Rodríguez Mesa",22.225.419,1,Doroteamesa@marmol.com,Doroteamesa,q5GobVvL0,"+56 9 3115 1290",932,70231,Aniversario,561782,2026-10-02,1584000,9
"Emilia Amaya Verduzco",19517599,3,emamve@edubus.cal,emamve,Wu3Dp3GrpfT,"+56 2 3817 5609",464,62100,"Salida con Amigos",561783,2025-05-26,940000,5
"Emilia Amaya Verduzco",19517599,3,emamve@edubus.cal,emamve,Wu3Dp3GrpfT,+56-2-3817-5609,464,62100,"Salida con Amigos",561790,2025-11-25,685000,5
"Emilia Amaya Verduzco",19517599,3,emamve@edubus.cal,emamve,Wu3Dp3GrpfT,"+56 2 3817 5609",464,62100,"Salida con Amigos",561791,2025-03-14,640000,5
"Sra. Florencia Chavarría Espinosa",29934102,0,srflches@tourket.com,sra.4653,M7xpiX4B,"+56 9 5783 0687",899,71237,Vacaciones,561793,2025-11-18,150000,2
"Sra. Florencia Chavarría Espinosa",29934102,0,srflches@tourket.com,sra.4653,M7xpiX4B,"+56 9 5783 0687",899,71237,Vacaciones,561794,2025/01/09,-390000,2
"Alejandro Villalpando Sierra",8834765,0,alvisi@viajesanma.com,Alejandrosierra,D9oGTJ09SXfjT,"+56 2 1127 1159",4880,71618,"Cena de Trabajo",561795,2025-03-11,-352000,4
"Alejandro Villalpando Sierra",8834765,0,alvisi@viajesanma.com,Alejandrosierra,D9oGTJ09SXfjT,"+56 2 1127 1159",4880,71618,"Cena de Trabajo",561796,2025-03-10,1496000,4
"Alejandro Villalpando Sierra",8834765,0,alvisi@viajesanma.ceele,Alejandrosierra,D9oGTJ09SXfjT,"+56 2 1127 1159",4880,71618,"Cena de Trabajo",561803,2025-04-17,448000,4
"Antonia Jaime Segura",27335897,8,Antoniasegura@wass.com,antonia8922,7P9sCKB7m0WCShX,"+56 2 2039 5052",8510,67921,"Salida con Familia",561808,2025-01-17,1464000,8
"Eloisa Miranda Rascón",22320113,0,EloisarascOIn@wass.com,eloisa3645,dgD5AGT4K,"+56 9 1031 6637",8269,69488,"Salida con Familia",561812,2025-07-20,476000,7
"Sr. Rocio Lomeli Tejeda",10542009,9,sr.4619@outluc.com,sr.7362,D4SyapnCxoOS9,"+56 2 8715 3348",3365,69785,Vacaciones,561815,2025-06-16,-180000,4
"Rafael Lucero Lozada",5629175,0,ralulo@edubus.cal,rafael4908,0QGYeexNiffG2ps2,"+56 9 5009 5024",3613,63281,"Cena de Trabajo",561820,2025-03-18,928000,8
"Rafael Lucero Lozada",5629175,0,ralulo@edubus.cal,rafael4908,0QGYeexNiffG2ps2,"+56 9 5009 5024",3613,63281,"Cena de Trabajo",561822,2025-08-15,440000,8
"Sra. Florencia Patiño Menéndez",20919324,8,srflpame@outluc.com,srflpame,M0SJfDtTt1YS,"+56 9 5249 2042",1182,70523,Vacaciones,561823,2025-02-04,960000,4
"Catalina Solís Rascón",23427732,4,CatalinarascOIn@outluc.com,casora,EFaZPoz9c0WVUklq,"+56 9 7795 1053",6160,64730,Aniversario,561831,2025-02-01,2155000,5
"Catalina Solís Rascón",23.427.732,4,CatalinarascOIn@outluc.com,casora,EFaZPoz9c0WVUklq,"+56 9 7795 1053",6160,64730,Aniversario,561839,2025-03-24,525000,5
"Catalina Solís Rascón",23427732,4,CatalinarascOIn@outluc.com,casora,EFaZPoz9c0WVUklq,"+56 9 7795 1053",6160,64730,Aniversario,561840,2025-04-17,985000,5
"Ramona Guerra Rentería",17775826,4,RamonarenterOAa@edubus.cal,ragure,3ht0uxpDHv7Ia,"+56 2 1026 9894",6634,69880,"Salida con Familia",561841,2025-09-23,1044000,9
"Guadalupe Bernal Rascón",11158984,4,gubera@wass.com,Guadaluperascón,97HKPX0qN95,+56-9-8072-5094,1522,67531,"Cena de Trabajo",561844,2025/05/22,1077000,3
"Guadalupe Bernal Rascón",11158984,4,gubera@wass.com,Guadaluperascón,97HKPX0qN95,"+56 9 8072 5094",1522,67531,"Cena de Trabajo",561845,2025-06-16,756000,3
"Guadalupe Bernal Rascón",11158984,4,gubera@wass.com,Guadaluperascón,97HKPX0qN95,"+56 9 8072 5094",1522,67531,"Cena de Trabajo",561853,2025-03-18,567000,3
"Felipe Gamez Saldivar",19150549,2,felipe8330@outluc.com,Felipesaldivar,8nySHel6,"+56 2 4604 9957",1126,71156,Vacaciones,561854,2025-06-06,1108000,4
"Mayte Dávila Guerra",5059576,5,Mayteguerra@edubus.cal,mayte1425,FOepwdMsuiz45a1,"+56 9 0582 0892",8371,62866,"Salida con Familia",561855,2025-02-10,141000,1
"Mayte Dávila Guerra",5059576,5,Mayteguerra@edubus.cal,mayte1425,FOepwdMsuiz45a1,"+56 9 0582 0892",8371,62866,"Salida con Familia",561856,2025-02-14,190000,1
"Mercedes Enríquez Velázquez",21874286,6,mercedes1719@viajesanma.com,mercedes7908,6w4VY4Uc,"+56 2 4609 4063",9663,69304,Aniversario,561858,2025-07-02,399000,7
"Mercedes Enríquez Velázquez",21874286,6,mercedes1719@viajesanma.com,mercedes7908,6w4VY4Uc,+56-2-4609-4063,9663,69304,Aniversario,561865,2025-01-23,1764000,7
"Sta. Víctor Nájera Mata",17314065,7,sta.453@marmol.com,Sta.mata,xo9yXQbjT9i,"+56 9 7346 4139",1989,64354,Vacaciones,561869,2025-09-19,213000,3
"Sta. Víctor Nájera Mata",17314065,7,sta.453@marmol.com,Sta.mata,xo9yXQbjT9i,"+56 9 7346 4139",1989,64354,Vacaciones,561870,2025-08-18,-165000,3
"Luz Domínguez Sevilla",3777149,0,ludose@tourket.ceele,ludose,B9c17YVFaObF,"+56 9 1301 5725",489,69388,Aniversario,561871,2025-07-28,1072000,8
"Luz Domínguez Sevilla",3777149,0,ludose@tourket.com,ludose,B9c17YVFaObF,"+56 9 1301 5725",489,69388,Aniversario,561877,2025-03-03,2376000,8
"Julia Alaniz Flores",29811601,4,jualfl@wass.com,Juliaflores,q2wu5nwzKV3L0A0,"+56 2 4802 0738",2342,70416,"Cena de Trabajo",561884,2025-10-15,1323000,7
"Alfredo Atencio Porras",5038725,9,alatpo@wass.com,alatpo,6qyTmceqbLDR,"+56 2 5104 7431",7988,70546,Vacaciones,561885,2025-01-19,630000,9
"Alfredo Atencio Porras",5038725,9,alatpo@wass.com,alatpo,6qyTmceqbLDR,"+56 2 5104 7431",7988,70546,Vacaciones,561893,2025-02-10,927000,9
"Alfredo Atencio Porras",5038725,9,alatpo@wass.com,alatpo,6qyTmceqbLDR,"+56 2 5104 7431",7988,70546,Vacaciones,561894,2025-02-08,1035000,9
"Sr. Verónica Leyva Feliciano",1087923,0,srvelefe@wass.com,srvelefe,60uyKBIo,"+56 9 8780 0651",2947,71574,Aniversario,561895,2025-05-13,252000,1
"Sr. Verónica Leyva Feliciano",1087923,0,srvelefe@wass.com,srvelefe,60uyKBIo,"+56 9 8780 0651",2947,71574,Aniversario,561896,2026-08-27,133000,1
"Sr. Verónica Leyva Feliciano",1087923,0,srvelefe@wass.com,srvelefe,60uyKBIo,"+56 9 8780 0651",2947,71574,Aniversario,561900,2025-03-14,64000,1
"Lucia Luevano Canales",956719,4,lucia368@wass.com,Luciacanales,I5jysu0RWepq6Z,"+56 9 9393 3418",670,70015,"Salida con Amigos",561903,2025-10-25,1323000,7
"Sr. José María Vega Mejía",375223,2,Sr.mejOAa@wass.com,sr.8977,pmsJOrNoH3t2W8qm,"+56 2 8193 4907",3927,71577,"Cena de Trabajo",561906,2025-02-11,1400000,8
"Sr. José María Vega Mejía",375223,2,Sr.mejOAa@wass.com,sr.8977,pmsJOrNoH3t2W8qm,+56-2-8193-4907,3927,71577,"Cena de Trabajo",561911,2025-02-13,1040000,8
"Manuel Salas Márquez",27.926.060,,,Manuelmárquez,iXmor9RGmX2,,9604,,"Salida con Amigos",561912,2025/03/28,,6
"Miguel Olmos Tórrez",21477547,6,mioltOI@edubus.cal,miguel8202,unKaoT6X,"+56 9 5017 7747",124,61333,"Cena de Trabajo",561913,2025-03-21,798000,7
"Miguel Olmos Tórrez",21.477.547,6,mioltOI@edubus.cal,miguel8202,unKaoT6X,"+56 9 5017 7747",124,61333,"Cena de Trabajo",561921,2025-03-30,413000,7
"Marco Antonio Olivera Cepeda",14303523,9,marco5983@edubus.cal,maanolce,p09xJOCNbFh,"+56 9 9508 3905",3529,67833,"Cena de Trabajo",561922,2025-11-07,591000,3
"Mario Prieto Sanabria",1496809,1,maprsa@wass.ceele,mario3184,XMw96WpXTqRDO,+56-2-9850-0510,2432,72074,Aniversario,561927,2025-03-23,132000,1
"Jorge Luis Campos Rodrígez",9506282,2,JorgerodrOAgez@edubus.ceele,Jorgerodrígez,g0mucJtoY8wsA,"+56 9 8491 9137",4861,68895,Vacaciones,561929,2025/11/26,880000,10
"Jorge Luis Campos Rodrígez",9.506.282,2,JorgerodrOAgez@edubus.ceele,Jorgerodrígez,g0mucJtoY8wsA,+56-9-8491-9137,4861,68895,Vacaciones,561936,2025/10/04,-2670000,10
"Jorge Luis Campos Rodrígez",9506282,2,JorgerodrOAgez@edubus.ceele,Jorgerodrígez,g0mucJtoY8wsA,"+56 9 8491 9137",4861,68895,Vacaciones,561939,2025-10-09,1400000,10
"Dorotea Sauceda Reynoso",13116294,4,dorotea8938@outluc.com,dorotea3393,1t8cHkC2h4,"+56 2 6398 2431",6201,65274,"Salida con Familia",561940,2025-10-04,1870000,10
"Dorotea Sauceda Reynoso",13116294,4,dorotea8938@outluc.com,dorotea3393,1t8cHkC2h4,+56-2-6398-2431,6201,65274,"Salida con Familia",561941,2025-06-26,1620000,10
"Martín Villagómez Alba",,3,martOAn4865@marmol.com,Martínalba,2ESkblMK8,"+56 9 1824 0920",6836,70627,,,,,1
"Sr. María Elena Pérez Ruiz",23269038,0,sr.6878@edubus.ceele,srmaelpéru,cMtEOeDv3,+56-9-5052-6410,1651,61339,"Salida con Familia",561943,2025-07-27,860000,10
"Sr. María Elena Pérez Ruiz",23269038,0,sr.6878@edubus.cal,srmaelpéru,cMtEOeDv3,"+56 9 5052 6410",1651,61339,"Salida con Familia",561944,2025-09-08,940000,10
"Sta. Victoria Angulo Lebrón",20523287,7,stvianle@viajesanma.com,Sta.lebrón,pPLFMb349mrcYV,"+56 2 1312 4079",6287,69626,"Cena de Trabajo",561947,2026-01-30,1690000,10
"Sta. Victoria Angulo Lebrón",20523287,7,stvianle@viajesanma.com,Sta.lebrón,pPLFMb349mrcYV,"+56 2 1312 4079",6287,69626,"Cena de Trabajo",561948,2025-09-20,270000,10
"Marisol Sosa Murillo",3929793,0,masomu@marmol.com,marisol3067,TdQhtDsV01F,"+56 2 1584 9218",1378,70166,Vacaciones,561949,2025-11-13,480000,8
"Lucia Marín Fernández",28783796,8,lumafe@outluc.com,lucia9831,qHUYImrhxr5NIFh,"+56 2 4464 5022",2072,70769,Vacaciones,561957,2025-07-05,166000,2
"Lucia Marín Fernández",28783796,8,lumafe@outluc.com,lucia9831,qHUYImrhxr5NIFh,"+56 2 4464 5022",2072,70769,Vacaciones,561959,2025-01-28,62000,2
"Alberto Frías Gaitán",4098846,7,AlbertogaitOen@outluc.com,alfrga,Eh484WYgHwyf,"+56 9 6508 3119",2923,65215,Vacaciones,561960,2026-04-26,819000,7
"Alberto Frías Gaitán",4098846,7,AlbertogaitOen@outluc.com,alfrga,Eh484WYgHwyf,"+56 9 6508 3119",2923,65215,Vacaciones,561961,2026-02-13,1302000,7
"Lourdes Loera Alejandro",,0,lourdes8415@tourket.com,loloal,,"+56 2 0961 6719",7495,69816,,,2025/02/25,1463000,
"Lourdes Loera Alejandro",9593949,0,lourdes8415@tourket.com,loloal,UgsUYkx6,"+56 2 0961 6719",7495,69816,"Salida con Amigos",561963,2025-04-07,630000,7
"Lourdes Loera Alejandro",9593949,0,lourdes8415@tourket.com,loloal,UgsUYkx6,"+56 2 0961 6719",7495,69816,"Salida con Amigos",561968,2025/03/16,1183000,7
"Isabel Mora Toledo",20202660,5,Isabeltoledo@viajesanma.com,isabel9635,72fKgpPUc,"+56 9 4023 8641",3846,69080,"Salida con Familia",561970,2025-09-11,455000,5
"Isabel Mora Toledo",,5,Isabeltoledo@viajesanma.com,isabel9635,,"+56 9 4023 8641",3846,,,561978,2025/04/09,,5
"Isabel Mora Toledo",20202660,5,Isabeltoledo@viajesanma.com,isabel9635,72fKgpPUc,"+56 9 4023 8641",3846,69080,"Salida con Familia",561980,2026-01-09,100000,5
"María Teresa Merino Quiñones",7058544,8,MarOAaquiO�ones@tourket.com,Maríaquiñones,WgjcnkIwKQel9qK,"+56 9 9275 2815",9609,62232,Vacaciones,561981,2025-04-23,1644000,4
"Tomás Pineda Cordero",23191746,2,TomOescordero@outluc.com,topico,n9diF6cZ6ukGAmIs,"+56 2 6733 7872",3552,71418,"Salida con Familia",561987,2025-07-11,472000,4
"Tomás Pineda Cordero",23191746,2,TomOescordero@outluc.com,topico,n9diF6cZ6ukGAmIs,"+56 2 6733 7872",3552,71418,"Salida con Familia",561988,2026-02-24,216000,4
"Tomás Pineda Cordero",23191746,2,TomOescordero@outluc.ceele,topico,n9diF6cZ6ukGAmIs,+56-2-6733-7872,3552,71418,"Salida con Familia",561996,2026-01-21,1728000,4
"Sr. Mayte Tafoya Sisneros",6486434,3,srmatasi@wass.com,sr.3983,h623oPsY6s5FJ,"+56 9 4691 0253",1603,67701,"Salida con Amigos",561997,2025-03-19,1967000,7
"Sr. Mayte Tafoya Sisneros",6486434,3,srmatasi@wass.com,sr.3983,h623oPsY6s5FJ,"+56 9 4691 0253",1603,67701,"Salida con Amigos",561998,2025-03-15,1001000,7
"Sr. Mayte Tafoya Sisneros",6486434,3,srmatasi@wass.com,sr.3983,h623oPsY6s5FJ,"+56 9 4691 0253",1603,67701,"Salida con Amigos",561999,2025-04-16,2408000,7
"Sra. Esteban Bustos Salazar",13681689,6,Sra.salazar@tourket.com,Sra.salazar,cxXY6WA54dp6,"+56 2 9340 5395",3810,70584,Aniversario,562001,2026-08-17,1398000,3
"Sra. Esteban Bustos Salazar",13681689,6,Sra.salazar@tourket.com,Sra.salazar,cxXY6WA54dp6,"+56 2 9340 5395",3810,70584,Aniversario,562002,2025-04-09,645000,3
"Sra. Elsa Fierro Apodaca",4218524,8,Sra.apodaca@wass.ceele,sra.8183,7SouAsQM,+56-2-1680-3946,2866,62650,"Salida con Familia",562010,2025-02-21,1660000,10
"Sancho Corral Grijalva",15695071,8,Sanchogrijalva@wass.com,Sanchogrijalva,4FpjEN0w2,"+56 9 1762 3200",8834,70306,"Salida con Familia",562011,2025/04/15,-1530000,6
"Sancho Corral Grijalva",15.695.071,8,Sanchogrijalva@@wass.com,Sanchogrijalva,4FpjEN0w2,"+56 9 1762 3200",8834,70306,"Salida con Familia",562012,2026-06-11,1332000,6
"Sancho Corral Grijalva",15695071,8,Sanchogrijalva@wass.com,Sanchogrijalva,4FpjEN0w2,"+56 9 1762 3200",8834,70306,"Salida con Familia",562018,2025-06-15,2670000,6
"Sr. Armando Solorzano Laboy",16641052,5,Sr.laboy@outluc.ceele,srarsola,2TAlLqhR,+56-9-8695-8424,6548,71164,Aniversario,562023,2025-03-27,942000,6
"Sr. Armando Solorzano Laboy",16641052,5,Sr.laboy@outluc.com,srarsola,2TAlLqhR,"+56 9 8695 8424",6548,71164,Aniversario,562025,2025/04/08,1722000,6
"Ana María Adame Salgado",19984816,0,anmaadsa@edubus.cal,anmaadsa,Duj9J1PQf,"+56 2 5880 3601",9000,71830,"Salida con Amigos",562026,2025-01-23,-1960000,8
"Ana María Adame Salgado",19984816,0,anmaadsa@edubus.cal,anmaadsa,Duj9J1PQf,"+56 2 5880 3601",9000,71830,"Salida con Amigos",562027,2025-01-03,-984000,8
"Lucas Carmona Brito",23437246,7,lucas8833@tourket.com,Lucasbrito,NcR8PJP8eP0bzXl,"+56 9 5006 3607",5112,68452,"Salida con Amigos",562028,2025-03-25,441000,7
"Guillermo Matos Delatorre",19961372,3,gumade@@marmol.com,guillermo8652,GX8oo6y495NhCjf,"+56 2 7793 1833",5990,70914,Aniversario,562029,2025/08/15,-240000,3
"Guillermo Matos Delatorre",19.961.372,3,gumade@marmol.com,guillermo8652,GX8oo6y495NhCjf,"+56 2 7793 1833",5990,70914,Aniversario,562034,2025-08-16,558000,3
"Guillermo Matos Delatorre",19961372,3,gumade@marmol.com,guillermo8652,GX8oo6y495NhCjf,"+56 2 7793 1833",5990,70914,Aniversario,562042,2025-05-19,297000,3
"Sta. Juan Carlos Hernández Zavala",21040499,6,Sta.zavala@viajesanma.com,stjucaheza,tG4bBhis28X,"+56 2 1005 3942",2091,71446,Vacaciones,562044,2026-07-18,480000,8
"Berta Manzanares Ortega",7666210,0,Bertaortega@viajesanma.com,bemaor,eJ9g1HDFLd,"+56 9 3461 1554",3647,62114,"Salida con Amigos",562045,2025-01-02,980000,5
"Berta Manzanares Ortega",7666210,0,Bertaortega@viajesanma.com,bemaor,eJ9g1HDFLd,"+56 9 3461 1554",3647,62114,"Salida con Amigos",562052,2025-02-06,990000,5
"Berta Manzanares Ortega",7666210,0,Bertaortega@viajesanma.ceele,bemaor,eJ9g1HDFLd,"+56 9 3461 1554",3647,62114,"Salida con Amigos",562055,2025-06-11,-895000,5
"Francisco Muro Almaraz",29168814,4,Franciscoalmaraz@wass.com,francisco5502,D5nX5zIfP,"+56 2 8372 0731",8531,69672,Aniversario,562058,2025-03-01,639000,9
"Miguel Avilés Alcántar",17447538,5,miaval@outluc.com,miguel9695,hJjU97HqOlksmD1,"+56 2 0793 4474",2211,65335,"Cena de Trabajo",562059,2025-10-18,264000,3
"Sr. Sofia Atencio Cisneros",11979859,0,sr.3754@marmol.com,srsoatci,xVxzssRq1CbFNI,"+56 2 6881 0811",8950,62107,Aniversario,562060,2025-01-31,360000,5
"Sr. Sofia Atencio Cisneros",11979859,0,sr.3754@marmol.com,srsoatci,xVxzssRq1CbFNI,"+56 2 6881 0811",8950,62107,Aniversario,562063,2025/02/27,295000,5
"Sr. Concepción Corrales Guardado",16476482,6,srcocogu@@edubus.cal,Sr.guardado,Md33r8YzEX0,"+56 2 4112 2911",5084,71585,Aniversario,562064,2025-03-13,1115000,5
"Sr. Concepción Corrales Guardado",16476482,6,srcocogu@edubus.cal,Sr.guardado,Md33r8YzEX0,"+56 2 4112 2911",5084,71585,Aniversario,562066,2025-07-12,1055000,5
"José Eduardo Fajardo Tapia",28045120,7,JosOotapia@marmol.com,josé3049,8iz8XCRhrASEqm,"+56 9 3657 2770",5172,68172,"Salida con Amigos",562073,2025-11-02,282000,2
"José Eduardo Fajardo Tapia",28045120,7,JosOotapia@marmol.com,josé3049,8iz8XCRhrASEqm,"+56 9 3657 2770",5172,68172,"Salida con Amigos",562074,2025-02-10,100000,2
"José Eduardo Fajardo Tapia",28045120,7,JosOotapia@marmol.com,josé3049,8iz8XCRhrASEqm,"+56 9 3657 2770",5172,68172,"Salida con Amigos",562075,2026-06-12,248000,2
"Sra. Jesús Madrigal Leiva",23380030,9,srjemale@wass.com,srjemale,ADHg3vZczZhMbY,"+56 2 4120 8633",7192,65562,"Cena de Trabajo",562076,2025-03-01,3690000,10
"Sra. Jesús Madrigal Leiva",23.380.030,9,srjemale@wass.com,srjemale,ADHg3vZczZhMbY,"+56 2 4120 8633",7192,65562,"Cena de Trabajo",562077,2025-12-08,1860000,10
"Sra. Jesús Madrigal Leiva",23380030,9,srjemale@wass.com,srjemale,ADHg3vZczZhMbY,"+56 2 4120 8633",7192,65562,"Cena de Trabajo",562078,2026-06-20,1320000,10
"Mariana Valenzuela Zarate",9141923,8,mariana5389@wass.com,mariana3426,xh9OeFyxJa,"+56 2 4146 6155",8146,68279,Vacaciones,562083,2026-06-19,1120000,10
"Mariana Valenzuela Zarate",9141923,8,mariana5389@wass.com,mariana3426,xh9OeFyxJa,"+56 2 4146 6155",8146,68279,Vacaciones,562086,2026-06-24,-750000,10
"Ignacio Mendoza Chavarría",24605749,4,ignacio7182@outluc.com,ignacio7711,X16nUYevaGClYN0,"+56 2 2202 5449",8503,63731,Aniversario,562092,2025-01-10,74000,1
"Ignacio Mendoza Chavarría",24605749,4,ignacio7182@outluc.com,ignacio7711,X16nUYevaGClYN0,"+56 2 2202 5449",8503,63731,Aniversario,562099,2025-02-04,361000,1
"Elvira Tirado Córdova",9691461,0,elvira7976@tourket.com,elvira999,8SYzPlrg62wHO,"+56 2 0586 3943",9383,71947,Vacaciones,562100,2026-02-05,1078000,7
"Fernando Delarosa Cabán",20058502,0,FernandocabOen@outluc.com,Fernandocabán,SC1260uRt,"+56 2 0182 2985",921,63493,Vacaciones,562106,2025-10-09,970000,10
"Norma Jurado Tijerina",14674574,1,norma3957@outluc.com,Normatijerina,A5kHvCk8kUQ,"+56 2 0932 5424",6088,61347,"Cena de Trabajo",562110,2025-02-08,930000,10
,14674574,1,norma3957@outluc.ceele,Normatijerina,,"+56 2 0932 5424",,61347,,562117,2026-05-31,-1560000,
"Miguel Alanis Rico",10952855,2,Miguelrico@wass.com,mialri,ykxt5DJvwYG,"+56 2 5185 1934",9425,71273,Vacaciones,562118,2025-06-14,474000,3
"Miguel Alanis Rico",10952855,2,Miguelrico@wass.com,mialri,ykxt5DJvwYG,"+56 2 5185 1934",9425,71273,Vacaciones,562119,2025-01-15,444000,3
"Teresa Ochoa Abrego",6616902,2,teresa2191@wass.com,Teresaabrego,suo0XPbmCTI7,"+56 9 7146 5522",948,66408,Vacaciones,562120,2025-03-24,475000,5
"Benito Gamboa Vanegas",28324076,2,Benitovanegas@tourket.com,Benitovanegas,QOT2fZnOH26,"+56 2 6397 4049",6819,62441,"Salida con Amigos",562122,2025-04-11,1352000,4
"Cristobal Saiz Sanabria",13320881,0,crsasa@wass.com,Cristobalsanabria,c93ywYZlj4weP5WK,"+56 2 6925 6339",7140,69582,"Salida con Amigos",562123,2025-02-21,3870000,10
"Juan Jaime Alarcón",11630857,6,JuanalarcOIn@@wass.com,Juanalarcón,bFGPuWpmG5,"+56 2 8430 2577",7236,66827,"Cena de Trabajo",562124,2025/02/25,-1340000,10
"Sr. Yolanda Quintero Polanco",8449061,0,sryoqupo@marmol.ceele,Sr.polanco,4DVHMV9wvWt2V3FK,"+56 2 6307 4194",7319,71061,Vacaciones,562128,2025-03-23,846000,6
"Sr. Yolanda Quintero Polanco",8449061,0,sryoqupo@marmol.com,Sr.polanco,4DVHMV9wvWt2V3FK,"+56 2 6307 4194",7319,71061,Vacaciones,562132,2025-05-02,1260000,6
"Sr. Yolanda Quintero Polanco",8449061,0,sryoqupo@marmol.com,Sr.polanco,4DVHMV9wvWt2V3FK,"+56 2 6307 4194",7319,71061,Vacaciones,562133,2025-01-11,528000,6
"Óscar Valle Zamora",9593992,9,O�scarzamora@viajesanma.com,ósvaza,iMj4xDgQ,"+56 2 8288 4287",5028,65922,Vacaciones,562136,2025-03-31,1680000,8
"Óscar Valle Zamora",9593992,9,O�scarzamora@viajesanma.com,ósvaza,iMj4xDgQ,"+56 2 8288 4287",5028,65922,Vacaciones,562141,2025-01-15,1336000,8
"Alberto Frías Gaitán",4098846,7,AlbertogaitOen@outluc.com,alfrga,Eh484WYgHwyf,"+56 9 6508 3119",2923,71671,Vacaciones,562147,2025-09-20,963000,9
"Alberto Frías Gaitán",4098846,7,AlbertogaitOen@outluc.com,alfrga,Eh484WYgHwyf,"+56 9 6508 3119",2923,71671,Vacaciones,562154,2025-01-16,981000,9
"Gregorio Cortez Villa",28650298,9,grcovi@marmol.com,Gregoriovilla,452gDcVlm,"+56 2 8778 1443",6296,63143,Aniversario,562155,2026/08/04,464000,4
"Gregorio Cortez Villa",28650298,9,grcovi@marmol.com,Gregoriovilla,452gDcVlm,"+56 2 8778 1443",6296,63143,Aniversario,562156,2025-02-27,1184000,4
"Gregorio Cortez Villa",28650298,9,grcovi@marmol.com,Gregoriovilla,452gDcVlm,"+56 2 8778 1443",6296,63143,Aniversario,562157,2026-11-17,308000,4
"Sra. Carla Orellana Carvajal",14030743,2,sra.8018@edubus.cal,sra.6566,UT0Nu9eZMk,"+56 2 5368 1599",4652,69378,"Salida con Amigos",562158,2025-03-01,798000,7
"Sra. Carla Orellana Carvajal",14030743,2,sra.8018@edubus.ceele,sra.6566,UT0Nu9eZMk,"+56 2 5368 1599",4652,69378,"Salida con Amigos",562159,2025-04-25,1365000,7
"Adela Nevárez Soliz",29709983,3,Adelasoliz@outluc.com,adela3659,Dt45X6AK5zqG8M,"+56 9 8740 7815",8883,71979,"Salida con Familia",562160,2025-11-08,205000,5
"Sra. Carla Soto Corona",4784046,5,sra.2987@marmol.ceele,sra.4048,69B0n4mjIN,"+56 2 0780 2913",8917,66402,Aniversario,562161,2025-11-17,730000,10
"Sra. Carla Soto Corona",,5,sra.2987@marmol.ceele,sra.4048,69B0n4mjIN,"+56 2 0780 2913",8917,,Aniversario,,,,10
"Sta. Francisco Rolón Cordero",1471809,5,sta.9989@wass.com,Sta.cordero,Pk4U1BkOSHO,"+56 2 7562 2384",9770,64642,Aniversario,562169,2026-02-09,406000,7
"Sta. Francisco Rolón Cordero",1471809,5,sta.9989@wass.com,Sta.cordero,Pk4U1BkOSHO,"+56 2 7562 2384",9770,64642,Aniversario,562176,2025-09-05,385000,7
"Rocio Urbina Ocampo",1103439,0,Rocioocampo@tourket.com,rocio3394,UEpMI0cM,"+56 9 1500 7598",2109,64185,"Salida con Familia",562177,2025-03-25,1076000,4
"Laura Loya Rosas",2746572,2,Laurarosas@viajesanma.com,Laurarosas,oqHDkpe3ujTF,"+56 9 3407 6028",9714,61869,"Salida con Amigos",562178,2025-01-07,282000,2
"Laura Loya Rosas",2746572,2,Laurarosas@viajesanma.com,Laurarosas,oqHDkpe3ujTF,"+56 9 3407 6028",9714,61869,"Salida con Amigos",562179,2025-01-07,246000,2
"Laura Loya Rosas",2746572,2,Laurarosas@viajesanma.com,Laurarosas,oqHDkpe3ujTF,"+56 9 3407 6028",9714,61869,"Salida con Amigos",562180,2025-01-06,396000,2
"Julio Rosas Saldivar",15208023,9,jurosa@edubus.cal,Juliosaldivar,ui76qPJe,"+56 2 3787 7359",4748,61836,"Salida con Amigos",562185,2026-04-10,490000,7
"Julio Rosas Saldivar",15208023,9,jurosa@edubus.cal,Juliosaldivar,ui76qPJe,"+56 2 3787 7359",4748,61836,"Salida con Amigos",562188,2025/07/25,1050000,7
"Julio Rosas Saldivar",15208023,9,jurosa@edubus.cal,Juliosaldivar,ui76qPJe,"+56 2 3787 7359",4748,61836,"Salida con Amigos",562189,2025-08-10,462000,7
"Antonio Archuleta Ruiz",9053339,8,anarru@edubus.ceele,anarru,GskyF3L3,+56-2-4653-6373,3534,65843,"Cena de Trabajo",562190,2025-01-11,1070000,10
"Antonio Archuleta Ruiz",9053339,8,anarru@edubus.cal,anarru,GskyF3L3,"+56 2 4653 6373",3534,65843,"Cena de Trabajo",562191,2025-01-29,1770000,10
"Antonio Archuleta Ruiz",9053339,8,anarru@edubus.cal,anarru,GskyF3L3,"+56 2 4653 6373",3534,65843,"Cena de Trabajo",562192,2025-05-26,-610000,10
"Beatriz Ontiveros Griego",17290096,8,beongr@tourket.com,beatriz3022,iDppU0QmvUMe,"+56 2 4067 6475",6093,65659,Vacaciones,562193,2025-09-06,1015000,7
"Beatriz Ontiveros Griego",17290096,8,beongr@tourket.com,beatriz3022,iDppU0QmvUMe,"+56 2 4067 6475",6093,65659,Vacaciones,562197,2025-01-15,1547000,7
"Beatriz Ontiveros Griego",17.290.096,8,beongr@tourket.com,beatriz3022,iDppU0QmvUMe,"+56 2 4067 6475",6093,65659,Vacaciones,562198,2025-11-02,1190000,7
