id,nombre_anfitrion,contacto_anfitrion,descripcion,piezas,camas,banos
143004,Rosario Quintero Coronado,+56 9 3644 8780,Ubicación céntrica con fácil acceso a atracciones turísticas,4,,4
143015,,+56 9 0418 2746,Aventúrate en la naturaleza y descansa en un lugar cómodo,2,2,2
143026,Andrea Perales Henríquez,+56 9 3756 8099,Experimenta el lujo y la comodidad en este alojamiento,6,,4
143134,Raúl Sotelo Alicea,+56 9 4427 9783,,3,5,3
143148,,+56 9 1241 5595,,3,3,2
143178,Sr. María Luisa Mondragón Galván,+56 2 6948 0678,Experimenta el lujo y la comodidad en este alojamiento,5,6,
143186,Adela Yáñez Carreón,+56 9 1403 1111,Relájate en un lugar tranquilo y acogedor,3,4,
143432,,+56 9 1201 2163,,5,5,3
143546,Cristian Fierro Mercado,+56 9 4169 1611,Ubicación céntrica con fácil acceso a atracciones turísticas,4,,3
143594,Rocio Ceballos Díaz,+56 2 8488 2233,,2,2,
143846,Gilberto Rentería Cavazos,,Relájate en un lugar tranquilo y acogedor,6,4,3
143895,Sta. Martín Carrero Domínguez,+56 2 6993 5840,Ubicación céntrica con fácil acceso a atracciones turísticas,,4,3
143954,Sr. Lucas Montenegro Puga,+56 2 8303 6242,Relájate en un lugar tranquilo y acogedor,,6,3
143980,Rodrigo Alicea Aguilera,+56 2 0025 7106,Relájate en un lugar tranquilo y acogedor,2,,2
144020,Graciela Ponce Bustos,+56 2 4606 0722,,4,4,3
144034,,+56 9 7934 1952,Ubicación céntrica con fácil acceso a atracciones turísticas,5,3,2
144205,Lorena Delrío Mireles,+56 9 2233 2181,Perfecto para familias y grupos grandes,,2,1
144247,Sta. Eloisa Ocampo Loya,+56 2 4534 3521,Aventúrate en la naturaleza y descansa en un lugar cómodo,6,,3
144480,Sta. Juana Fuentes Pacheco,+56 9 6265 2604,,4,5,2
144550,,+56 9 6578 9018,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,4,3
155290,,+56 2 5192 4910,Relájate en un lugar tranquilo y acogedor,4,5,4
155291,Estela Merino Urrutia,+56 2 2377 5435,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,,3
155301,Manuela Berríos Barrios,+56 2 7331 6471,Perfecto para familias y grupos grandes,6,,4
155307,Sra. Eduardo Contreras Rodarte,+56 9 4207 7713,,2,3,2
155308,José Uribe Vargas,,Disfruta de una estadía en el corazón de la ciudad,3,4,4
155314,César Arteaga Trejo,+56 9 8480 2426,Ideal para una escapada romántica,,6,3
155322,Diego Montero Rubio,,Relájate en un lugar tranquilo y acogedor,2,2,2
155323,Victoria Alcántar Espinal,+56 2 9182 1963,Ubicación céntrica con fácil acceso a atracciones turísticas,2,,2
155327,Jorge Sauceda Ríos,+56 2 5441 1575,Ubicación céntrica con fácil acceso a atracciones turísticas,,,1
155332,Sr. Guillermo Gil Carmona,+56 2 5953 8318,Descubre la historia de la ciudad desde tu ventana,,6,4
155334,Carolina Vera Balderas,,Experimenta el lujo y la comodidad en este alojamiento,3,4,2
155337,Julia Lemus Acuña,,Ideal para una escapada romántica,3,2,2
155341,,+56 9 8418 7229,Relájate en un lugar tranquilo y acogedor,3,5,1
155342,Pablo Loya Alaniz,+56 2 2926 0605,,5,3,2
155344,Teodoro Paredes Baeza,+56 2 1912 3123,,3,4,3
155347,Enrique Saldivar Rivas,+56 9 0087 9786,Experimenta el lujo y la comodidad en este alojamiento,3,3,
155353,Sr. María Eugenia Espinosa Peña,+56 9 4143 0494,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,,3
155354,Nicolás Flórez Banda,+56 2 6841 8288,,2,5,4
155365,,+56 2 7575 8575,Relájate en un lugar tranquilo y acogedor,6,5,4
155372,,+56 9 6948 4645,Relájate en un lugar tranquilo y acogedor,6,5,4
155373,Sra. Ana María Ulloa Arguello,+56 9 4521 1386,Aventúrate en la naturaleza y descansa en un lugar cómodo,,3,1
155376,Cristina Medrano Maestas,+56 2 8689 9395,Perfecto para familias y grupos grandes,,6,
155377,,+56 9 8561 9885,Perfecto para familias y grupos grandes,5,3,3
155381,Sr. Carlos Valdez Cervántez,+56 2 8450 1224,Perfecto para familias y grupos grandes,3,,3
155383,Concepción Villanueva Calvillo,,Experimenta el lujo y la comodidad en este alojamiento,2,4,2
155386,Daniela Zúñiga Nieves,+56 9 4618 9665,,3,4,
155387,Inés Rangel Ontiveros,+56 2 0897 4331,Ubicación céntrica con fácil acceso a atracciones turísticas,,4,2
155391,Lorena Ferrer Lozada,+56 2 9005 3050,,2,3,1
155396,Patricio Loya Batista,,Ideal para una escapada romántica,4,6,4
155400,Dolores Duran Ulloa,+56 2 6388 4030,Ubicación céntrica con fácil acceso a atracciones turísticas,3,2,
155406,Virginia Jaime Villa,+56 2 7009 8081,Relájate en un lugar tranquilo y acogedor,2,,2
155407,Ricardo Nieves Sedillo,+56 2 2192 9160,Disfruta de una estadía en el corazón de la ciudad,,6,4
155410,Sta. Rocio Granado Nava,+56 9 2342 2540,Ideal para una escapada romántica,4,6,
155425,Javier Gamboa Alcaraz,+56 2 3329 4016,Ideal para una escapada romántica,,3,2
155426,Benito Regalado Carrera,,Ubicación céntrica con fácil acceso a atracciones turísticas,5,5,3
155438,Ramiro Garica Barrios,+56 9 1825 0628,Disfruta de una estadía en el corazón de la ciudad,4,4,
155441,Ángela Carrion Melgar,+56 2 5086 6678,Experimenta el lujo y la comodidad en este alojamiento,5,5,
155447,Felipe Bañuelos Mejía,+56 2 7075 1958,Ubicación céntrica con fácil acceso a atracciones turísticas,3,2,
155448,Sr. Clara Alva Velasco,,Disfruta de una estadía en el corazón de la ciudad,3,3,3
155464,Raquel Carrera Salcido,+56 9 8489 3025,Perfecto para familias y grupos grandes,4,,4
155469,,+56 9 0568 2948,Disfruta de una estadía en el corazón de la ciudad,2,2,3
155474,,+56 2 3975 1723,Perfecto para familias y grupos grandes,4,4,3
155475,Verónica Porras Calderón,+56 2 9190 5228,Perfecto para familias y grupos grandes,,3,1
155487,Rocio Bustos Bravo,+56 2 2185 3020,,2,,1
155493,Luisa Quiñónez Valentín,+56 9 3899 6214,Ideal para una escapada romántica,,1,2
155494,Sara Barela Saavedra,,,2,2,2
155499,Sr. Salvador Hinojosa Carreón,+56 9 6492 5892,Ideal para una escapada romántica,,5,4
155504,Raquel Sauceda Castro,+56 9 9146 2280,,4,6,4
155506,Reina Ornelas Cuellar,+56 9 3317 1349,,3,3,1
155508,Lucas Fernández Quesada,+56 9 5634 3355,Aventúrate en la naturaleza y descansa en un lugar cómodo,,2,1
155509,Horacio Niño Navarrete,+56 9 9178 5725,Perfecto para familias y grupos grandes,5,3,
155513,Jesús Bonilla Solorzano,,Perfecto para familias y grupos grandes,4,3,2
155516,Gerardo Osorio Garay,+56 2 8499 7194,Perfecto para familias y grupos grandes,,5,3
155519,Beatriz Vásquez Almaraz,+56 9 5274 0886,Relájate en un lugar tranquilo y acogedor,3,3,
155521,Lucas Caballero Salgado,+56 2 2510 0313,Experimenta el lujo y la comodidad en este alojamiento,4,4,
155523,Vicente Jimínez Mayorga,+56 2 6448 5325,Ubicación céntrica con fácil acceso a atracciones turísticas,4,,2
155527,Sr. Rafael Valadez Concepción,+56 9 4267 2801,Descubre la historia de la ciudad desde tu ventana,4,5,
155531,Sra. Emilia Carrera Delarosa,+56 9 6329 1319,,5,,3
155533,,+56 2 0371 7437,Ubicación céntrica con fácil acceso a atracciones turísticas,3,4,1
155540,Lorena Alanis Nevárez,+56 2 2321 2474,,4,4,3
155541,Jorge Otero Mejía,+56 2 8986 7455,Ideal para una escapada romántica,3,,2
155546,,+56 9 5339 7091,Perfecto para familias y grupos grandes,5,2,3
155554,Caridad Montemayor Roybal,+56 2 4366 2236,Ubicación céntrica con fácil acceso a atracciones turísticas,,3,2
155566,Rubén Mercado Caraballo,,Disfruta de una estadía en el corazón de la ciudad,4,5,3
155570,Olivia Armas Echevarría,+56 2 0670 6007,Disfruta de una estadía en el corazón de la ciudad,1,1,
155577,Mariano Suárez Espinal,+56 9 4075 9380,Aventúrate en la naturaleza y descansa en un lugar cómodo,6,6,
155582,Carolina Madera Quiroz,+56 9 1982 1991,Descubre la historia de la ciudad desde tu ventana,4,4,
155583,Miguel Ángel Garza Vera,,Aventúrate en la naturaleza y descansa en un lugar cómodo,2,4,3
155587,Federico Moya Arce,,Ubicación céntrica con fácil acceso a atracciones turísticas,4,3,3
155588,Timoteo Jurado Carrera,+56 9 4055 2592,Perfecto para familias y grupos grandes,,3,2
155596,Marcela Bañuelos Garza,+56 2 3491 9321,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,3,
155598,Sta. Salvador Ceballos Hinojosa,+56 2 6051 2133,,,,3
155601,Marilu Adorno Espinal,+56 2 0418 4957,Ubicación céntrica con fácil acceso a atracciones turísticas,2,2,
155606,Lourdes Guzmán Velázquez,+56 9 5661 7658,,5,5,4
155614,Claudia Guzmán Samaniego,+56 9 6993 1693,Perfecto para familias y grupos grandes,,2,1
155617,Pedro Roque Limón,+56 9 7146 3948,Perfecto para familias y grupos grandes,3,3,
155620,Silvia Cuellar Manzanares,,Ubicación céntrica con fácil acceso a atracciones turísticas,3,2,2
155623,Raúl Regalado Caldera,+56 2 9371 9831,Experimenta el lujo y la comodidad en este alojamiento,3,,1
155625,Raquel Zúñiga Naranjo,+56 9 1726 4707,Ideal para una escapada romántica,4,4,
155628,Pilar Ocampo Rincón,,Ideal para una escapada romántica,5,6,4
155629,Alfonso Marín Dávila,+56 9 0412 8174,Ideal para una escapada romántica,2,,1
155632,Sra. Luis Fajardo Meraz,+56 2 3986 6119,Ubicación céntrica con fácil acceso a atracciones turísticas,4,,4
155636,Sr. Leonor Irizarry Matías,+56 2 3085 5540,Disfruta de una estadía en el corazón de la ciudad,,4,2
155638,Mateo Carrera Gil,,Disfruta de una estadía en el corazón de la ciudad,5,6,3
155639,Lorena Aparicio Hinojosa,+56 9 0540 6514,Ideal para una escapada romántica,4,,4
155645,Emilia Puente Cerda,+56 9 8493 1938,Aventúrate en la naturaleza y descansa en un lugar cómodo,,5,2
155646,Sta. Clemente Rivero Urrutia,+56 2 4777 0949,Disfruta de una estadía en el corazón de la ciudad,6,,
155657,Maricarmen Araña Medina,+56 2 9311 1566,Experimenta el lujo y la comodidad en este alojamiento,4,,2
155658,Rosa Coronado Marroquín,,Experimenta el lujo y la comodidad en este alojamiento,3,2,1
155659,Jacobo Romero Haro,,Ideal para una escapada romántica,5,4,3
155664,Gabriela Espinoza Cazares,+56 2 3526 5364,Perfecto para familias y grupos grandes,,,2
155681,Sta. Daniel Benavides Padrón,+56 2 4775 2478,Ubicación céntrica con fácil acceso a atracciones turísticas,2,,3
155683,,+56 9 7682 5320,Aventúrate en la naturaleza y descansa en un lugar cómodo,5,6,3
155684,,+56 2 4545 9153,Ubicación céntrica con fácil acceso a atracciones turísticas,2,2,2
155685,José María Cedillo Menchaca,,Ideal para una escapada romántica,3,3,2
155686,Manuela Cabán Tamez,+56 9 4858 5769,Ubicación céntrica con fácil acceso a atracciones turísticas,,4,2
155691,Inés Valdez Ponce,+56 9 4659 2771,,4,4,4
155692,,+56 9 4569 5880,Disfruta de una estadía en el corazón de la ciudad,3,3,2
155693,,+56 2 2619 6074,Ideal para una escapada romántica,5,6,3
155696,,+56 9 1649 5523,Perfecto para familias y grupos grandes,3,4,3
155701,Samuel Moya Arriaga,+56 2 9646 0782,Relájate en un lugar tranquilo y acogedor,,5,3
155702,Sra. Óscar Delvalle Cazares,+56 2 8435 5091,Disfruta de una estadía en el corazón de la ciudad,4,,3
155709,Emilio Barragán Olivera,+56 9 6902 6428,,5,1,1
155713,Conchita González Farías,+56 9 4967 3047,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,,4
155716,Gabriel Ferrer Leiva,+56 9 3441 5112,,4,3,3
155718,Julio César Colón Rivero,,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,2,1
155724,Carmen Huerta Roque,,Descubre la historia de la ciudad desde tu ventana,4,,3
155725,Catalina Becerra Montaño,+56 9 7030 2414,Descubre la historia de la ciudad desde tu ventana,5,4,
155728,Mateo Chacón Godínez,+56 9 1178 8130,Perfecto para familias y grupos grandes,,2,2
155731,José Eduardo Cotto Posada,+56 2 7733 3986,Ubicación céntrica con fácil acceso a atracciones turísticas,4,5,
155733,Sra. Ignacio Armijo Huerta,,Ubicación céntrica con fácil acceso a atracciones turísticas,3,3,1
155754,María Cristina Figueroa Solís,+56 9 5857 9629,Disfruta de una estadía en el corazón de la ciudad,2,4,
155767,,+56 2 7893 5378,Perfecto para familias y grupos grandes,3,4,2
155772,Alfredo Tijerina Rosales,+56 2 4812 9990,Experimenta el lujo y la comodidad en este alojamiento,,3,
155773,,+56 9 8213 4218,Ideal para una escapada romántica,2,3,2
155775,Adán Romero Carvajal,+56 9 7862 9576,Ubicación céntrica con fácil acceso a atracciones turísticas,3,,2
155776,,+56 2 4547 5043,Ideal para una escapada romántica,5,3,2
155784,Sr. Emilio Negrón Terrazas,+56 2 4129 9075,,4,,3
155793,Ricardo Caldera Anaya,+56 9 7602 5139,Relájate en un lugar tranquilo y acogedor,5,4,
155798,Rosalia Enríquez Corral,+56 9 0611 2481,Disfruta de una estadía en el corazón de la ciudad,3,3,
155815,Julio César de Anda Loera,+56 9 0311 5250,Disfruta de una estadía en el corazón de la ciudad,5,,2
155817,,+56 9 8661 4767,Perfecto para familias y grupos grandes,5,4,2
155819,Teresa Acuña Chavarría,+56 9 5808 5173,Ubicación céntrica con fácil acceso a atracciones turísticas,6,5,
155820,Daniela Velasco Delacrúz,,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,3,1
155821,,+56 9 6532 2703,Descubre la historia de la ciudad desde tu ventana,6,3,1
155822,Sra. Leticia Santacruz Adame,+56 2 4558 9284,,,5,4
155824,Emilio Esparza Urías,+56 2 2025 1548,,2,2,2
155827,Conchita Lira Barrera,+56 2 8674 0269,Descubre la historia de la ciudad desde tu ventana,,4,4
155829,Felipe Jurado Mejía,+56 9 7517 9134,Descubre la historia de la ciudad desde tu ventana,4,,4
155830,Alberto Otero Mesa,+56 9 1004 1010,Disfruta de una estadía en el corazón de la ciudad,,4,3
155839,Soledad Marrero Llamas,+56 2 3673 8925,Aventúrate en la naturaleza y descansa en un lugar cómodo,,3,3
155841,Agustín Benavídez Borrego,+56 9 6689 4460,Ubicación céntrica con fácil acceso a atracciones turísticas,,3,2
155844,,+56 9 3479 4067,Descubre la historia de la ciudad desde tu ventana,5,3,3
155845,,+56 2 0805 9427,Relájate en un lugar tranquilo y acogedor,5,4,3
155850,José Rolón Sepúlveda,+56 2 5969 6406,Aventúrate en la naturaleza y descansa en un lugar cómodo,,3,2
155852,Sra. Rosario Medina Solorzano,+56 2 8259 8032,,1,6,2
155854,Sra. Mariana Noriega Melgar,+56 9 9184 2273,,3,2,
155855,Sr. Alfonso Valdez Verdugo,,Ubicación céntrica con fácil acceso a atracciones turísticas,5,3,2
155860,Claudio Carrasco Gil,+56 9 0089 5029,Experimenta el lujo y la comodidad en este alojamiento,2,3,
155862,Ariadna Sisneros Zamora,,Perfecto para familias y grupos grandes,5,3,3
155864,María José Rendón Sauceda,,Disfruta de una estadía en el corazón de la ciudad,,3,1
155871,,+56 2 1195 2402,Experimenta el lujo y la comodidad en este alojamiento,6,6,4
155873,Diego Menéndez Segura,,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,6,4
155881,Sr. Mercedes Murillo Delarosa,+56 9 9190 4867,Descubre la historia de la ciudad desde tu ventana,6,,3
155882,Sra. Concepción Atencio Rascón,+56 2 0743 9366,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,2,
155884,Ángela Montañez Manzanares,+56 2 7148 8717,,3,,2
155885,Elisa Armendáriz Galván,+56 2 7220 9711,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,,4
155891,,+56 9 1187 5478,Relájate en un lugar tranquilo y acogedor,4,4,1
155892,Sr. Alfredo Benítez Crespo,+56 2 5973 5598,Relájate en un lugar tranquilo y acogedor,4,,4
155894,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,2,3
155900,Ana Luisa Borrego de Jesús,,Experimenta el lujo y la comodidad en este alojamiento,3,3,1
155904,,+56 2 5914 4915,Experimenta el lujo y la comodidad en este alojamiento,1,3,1
155907,Guillermina Nevárez Sisneros,+56 9 6515 4245,Aventúrate en la naturaleza y descansa en un lugar cómodo,2,3,
155915,Victoria Medina Barajas,+56 9 8174 4762,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,,2
155916,Soledad Polanco Riojas,+56 9 6805 7889,Perfecto para familias y grupos grandes,,3,2
155921,Carolina Fuentes Arteaga,+56 9 7973 2783,Descubre la historia de la ciudad desde tu ventana,2,,2
155926,Luz Jaramillo Partida,,Aventúrate en la naturaleza y descansa en un lugar cómodo,2,3,2
155934,,+56 9 3706 5153,Ideal para una escapada romántica,2,2,1
155937,Adán León Merino,,Ubicación céntrica con fácil acceso a atracciones turísticas,3,3,2
155947,,+56 2 8704 0066,Relájate en un lugar tranquilo y acogedor,5,4,3
155949,,+56 9 5115 6810,Aventúrate en la naturaleza y descansa en un lugar cómodo,1,6,4
155953,Alicia Hinojosa Cintrón,+56 9 1834 6004,,4,4,
155954,Gregorio Meléndez Luna,+56 2 0588 3289,Experimenta el lujo y la comodidad en este alojamiento,5,4,
155955,Gonzalo Viera Tejeda,+56 2 3008 6380,,5,4,2
155972,,+56 9 7599 6811,Disfruta de una estadía en el corazón de la ciudad,5,4,2
155974,,+56 9 8068 9204,Ideal para una escapada romántica,6,1,3
155985,Cristian Araña Marrero,,Disfruta de una estadía en el corazón de la ciudad,2,2,2
155987,María Soledad Brito Aponte,+56 9 1484 7508,,6,5,3
155988,,+56 9 5991 3584,Aventúrate en la naturaleza y descansa en un lugar cómodo,5,6,4
155992,Sr. Adán Carreón Sierra,+56 2 8118 1082,Disfruta de una estadía en el corazón de la ciudad,,5,4
155993,Natalia Farías Quesada,,Experimenta el lujo y la comodidad en este alojamiento,6,5,4
155997,Cristobal Urrutia Blanco,+56 2 4560 5736,Perfecto para familias y grupos grandes,4,4,
156000,,+56 9 0438 3347,Ubicación céntrica con fácil acceso a atracciones turísticas,1,3,
156002,Gonzalo Trujillo Espinal,+56 9 1015 9086,,4,,3
156012,Teresa Matos Avilés,+56 2 3454 0292,Disfruta de una estadía en el corazón de la ciudad,4,,1
156016,Jorge Luis Ortiz Benavídez,+56 9 6432 6051,Descubre la historia de la ciudad desde tu ventana,2,,2
156017,Sr. Ricardo Muñiz Briones,+56 2 2420 9975,Aventúrate en la naturaleza y descansa en un lugar cómodo,5,6,
156018,Lilia Pabón Ruiz,,Disfruta de una estadía en el corazón de la ciudad,3,2,1
156020,Blanca Sisneros Nevárez,+56 9 6375 3671,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,5,
156021,José Eduardo Griego Serrato,+56 9 9731 5374,Experimenta el lujo y la comodidad en este alojamiento,,4,3
156027,,+56 2 0446 2522,Disfruta de una estadía en el corazón de la ciudad,3,2,2
156033,Salvador Benítez Carreón,+56 9 9682 6027,Ideal para una escapada romántica,,4,3
156042,Mercedes Urías Corral,+56 9 4488 1700,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,4,
156045,Manuela Valdez Salinas,,Disfruta de una estadía en el corazón de la ciudad,6,2,4
156067,Luisa Tirado Meraz,+56 9 9348 2680,,,4,3
156069,Patricio Colón Adame,,Descubre la historia de la ciudad desde tu ventana,2,3,1
156070,Blanca Arteaga Mondragón,,Relájate en un lugar tranquilo y acogedor,2,,1
156071,Rubén Holguín Frías,+56 9 0718 5781,Descubre la historia de la ciudad desde tu ventana,,5,4
156072,Sr. Sergio Varela Leiva,+56 9 3820 4414,Experimenta el lujo y la comodidad en este alojamiento,4,,3
156075,Marcos Muñoz Palacios,,Disfruta de una estadía en el corazón de la ciudad,4,2,3
156088,,+56 9 7091 4831,Disfruta de una estadía en el corazón de la ciudad,4,1,4
156095,,+56 9 7433 1145,Ubicación céntrica con fácil acceso a atracciones turísticas,5,5,4
156103,,+56 9 6526 5100,Ideal para una escapada romántica,3,3,1
156104,Luisa Alfaro Borrego,+56 2 9022 0763,Experimenta el lujo y la comodidad en este alojamiento,2,,1
156106,Gerardo León Coronado,+56 2 2981 9770,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,,4
