id,correo_usuario,reserva_id,estrellas,descripcion
11236,Albertoacosta916@wass.com,79959,2,No lo recomendaría
11237,claudia3931278@outluc.com,79977,,
11238,,79985,5,Sin duda volveré
11239,Manuelcarrion396@outluc.com,79990,5,Muy satisfecho
11240,srjoemroze756@outluc.com,79992,,
11241,Marianocanales677@outluc.com,80004,87,No me convenció del todo
11242,olivia5797726@wass.com,80034,,
11243,gregorio8360443@wass.com,80035,2,Regular
11244,gregorio8360443@wass.com,80037,3,Aceptable
11245,gregorio8360443@wass.com,80039,3,"Cumplió con mis expectativas, pero sin destacar"
11246,,80049,,
11247,lumidejegr954@edubus.cal,80145,1,Completamente decepcionado
11248,reina2052916@wass.com,80136,2,No me convenció del todo
11249,lumidejegr954@edubus.cal,,,
11250,Bernardosaucedo591@viajesanma.com,80168,,
11251,Julioroldán951@outluc.com,80179,,
11252,Samuelflores464@marmol.com,80190,,
11253,Alfredobatista191@wass.com,80195,,
11254,Alfredobatista191@wass.com,80198,,
11255,horacio2285528@outluc.com,,4,Me atendieron bien
11256,Florenciamenéndez180@marmol.com,80212,,
11257,Sra.mercado634@viajesanma.com,80223,,
11258,daniel1491180@viajesanma.com,80226,,
11259,daniel1491180@viajesanma.com,80228,,
11260,daniel1491180@viajesanma.com,80230,,
11261,daniel1491180@viajesanma.com,80231,,Servicio regular
11262,Sr.rivas330@outluc.com,80251,4,Me atendieron bien
11263,sr.3346244@edubus.cal,80253,,
11264,armando8798500@edubus.cal,80267,,
11265,ana6840583@wass.com,80272,2,No lo recomendaría
11266,Gustavoarias898@wass.com,80279,,
11267,víctor2838763@viajesanma.com,80286,,
11268,rucaga808@marmol.com,80303,5,Muy satisfecho
11269,cacesa591@viajesanma.com,80309,4,Buena experiencia en general
11270,stcrurch737@wass.com,80342,4,
11271,francisca4777955@viajesanma.com,,53,Sin duda volveré
11272,francisca4777955@viajesanma.com,80425,,
11273,patricia2243343@tourket.com,80442,10,Servicio de primera
11274,patricia2243343@tourket.com,80443,4,Bueno
11275,Julialeal136@wass.com,80468,,
11276,Julialeal136@wass.com,80469,,
11277,manaco947@edubus.cal,80472,,
11278,manaco947@edubus.cal,80477,2,No lo recomendaría
11279,Estebancepeda983@outluc.com,80479,,
11280,Estebancepeda983@outluc.com,80486,5,Superó mis expectativas
11281,Isabeltreviño375@edubus.cal,80516,1,Completamente decepcionado
11282,roques144@tourket.com,80520,,Sin duda volveré
11283,Ricardoarevalo285@outluc.com,80522,,
11284,marisol5737307@viajesanma.com,80525,4,
11285,marisol5737307@viajesanma.com,80529,5,Sin duda volveré
11286,sr.1848142@outluc.com,80535,,
11287,,80564,1,Muy insatisfecho
11288,víguma940@marmol.com,80595,3,"Cumplió con mis expectativas, pero sin destacar"
11289,víguma940@marmol.com,80596,5,Servicio de primera
11290,daniel8060396@viajesanma.com,80605,,
11291,Octavioroldán829@edubus.cal,80615,2,No me convenció del todo
11292,Octavioroldán829@edubus.cal,80619,,
11293,luorgo179@outluc.com,80632,,Malo
11294,teeses724@marmol.com,80651,,Aceptable
11295,teeses724@marmol.com,80652,,
11296,berta7261434@outluc.com,80658,,
11297,raroal891@viajesanma.com,80671,,
11298,heesro210@viajesanma.com,80681,,
11299,patricia2243343@tourket.com,80688,5,Excelente
11300,germán7896769@wass.com,80689,2,Hubo varios problemas
11301,germán7896769@wass.com,80690,2,Regular
11302,,80706,,
11303,berta3224899@edubus.cal,80729,97,Buena experiencia en general
11304,sra.1772343@outluc.com,,4,Buena experiencia en general
11305,sra.1772343@outluc.com,80770,,
11306,ana3795282@edubus.cal,80775,1,Muy insatisfecho
11307,,80781,1,No vuelvo más
11308,Cecilialomeli696@tourket.com,80792,,
11309,maricarmen6707206@tourket.com,80810,,
11310,Sra.rodarte459@edubus.cal,80820,,
11311,,80833,5,Superó mis expectativas
11312,Enriquealfaro216@edubus.cal,80836,,
11313,,80852,2,Regular
11314,alveol354@marmol.com,,,
11315,cristian7790342@outluc.com,80882,,
11316,Luisportillo880@marmol.com,80897,,
11317,Luisportillo880@marmol.com,80898,3,Servicio regular
11318,gulesá471@tourket.com,80902,,
11319,gulesá471@tourket.com,80905,,
11320,gulesá471@tourket.com,80907,,
11321,sra.3720171@viajesanma.com,80921,,
11322,lorenzo9244665@wass.com,80923,2,No lo recomendaría
11323,lorenzo9244665@wass.com,80927,,
11324,Estebancepeda983@outluc.com,80945,2,No me convenció del todo
11325,Estebancepeda983@outluc.com,80946,,
11326,maría4964879@edubus.cal,80963,1,Pésimo
11327,julio6852990@edubus.cal,80983,46,Servicio regular
11328,julio6852990@edubus.cal,80985,1,Malo
11329,julio6852990@edubus.cal,80986,,
11330,Eloisadelacrúz836@viajesanma.com,,1,Muy insatisfecho
11331,Eloisadelacrúz836@viajesanma.com,,3,
11332,,,,Regular
11333,esteban6021415@edubus.cal,81024,3,Aceptable
11334,Salvadorpalacios290@viajesanma.com,81071,,
11335,Concepcióncoronado276@tourket.com,81049,,
11336,Concepcióncoronado276@tourket.com,81050,,No lo recomendaría
11337,alejandro997823@viajesanma.com,81060,,
11338,Salvadorpalacios290@viajesanma.com,81070,,
11339,mabaes817@edubus.cal,81075,62,"Satisfecho, pero hay detalles por mejorar"
11340,,81086,4,Me atendieron bien
11341,Elisaescamilla453@outluc.com,81087,,
11342,Elisaescamilla453@outluc.com,81089,2,No lo recomendaría
11343,macara960@viajesanma.com,81095,,
11344,olivia6583239@outluc.com,81102,,
11345,,81131,2,No lo recomendaría
11346,alejandro481955@edubus.cal,81158,,
11347,,81164,,
11348,Guadalupegarica470@tourket.com,81165,4,Buena experiencia en general
11349,Analomeli512@outluc.com,81168,1,Muy insatisfecho
11350,,81178,25,Me atendieron bien
11351,Sra.cantú510@edubus.cal,81191,5,Sin duda volveré
11352,visaca599@outluc.com,81207,2,Regular
11353,juan4715798@outluc.com,81232,4,Me atendieron bien
11354,sta.5368684@edubus.cal,81256,,
11355,sta.5368684@edubus.cal,81257,3,"Cumplió con mis expectativas, pero sin destacar"
11356,guadalupe9639467@tourket.com,81269,,
11357,guadalupe9639467@tourket.com,81270,5,Excelente
11358,,81275,5,Superó mis expectativas
11359,enrique915368@marmol.com,81312,,
11360,srcazaba245@outluc.com,81325,3,Servicio regular
11361,srrotece660@tourket.com,81327,5,Excelente
11362,srrotece660@tourket.com,81329,1,No vuelvo más
11363,srrotece660@tourket.com,81335,5,Excelente
11364,srrotece660@tourket.com,81336,4,
11365,srrotece660@tourket.com,81338,,
11366,isbale733@tourket.com,81348,,
11367,,,1,
11368,Mariocarrion592@wass.com,,,
11369,céalbe602@outluc.com,81373,,
11370,céalbe602@outluc.com,81377,,
11371,,81383,5,Servicio de primera
11372,sra.5855316@edubus.cal,81390,,
11373,Ricardogallegos900@viajesanma.com,81398,5,Excelente
11374,raquel6455489@edubus.cal,81412,,
11375,juan6709511@marmol.com,81423,,
11376,juan6709511@marmol.com,81424,5,Excelente
11377,Sta.malave268@tourket.com,81448,,
11378,Sta.malave268@tourket.com,81451,,
11379,sra.4815900@wass.com,81494,4,Bueno
11380,,81509,1,Muy insatisfecho
11381,,81519,4,
11382,stcrurch737@wass.com,81527,,
11383,jogrbr450@edubus.cal,,1,Malo
11384,Franciscaprado488@edubus.cal,81557,,Regular
11385,rirole885@wass.com,81572,2,
11386,elcece245@marmol.com,81586,,
11387,jogaes577@marmol.com,81603,,
11388,Víctorquiñónez747@outluc.com,81617,1,Completamente decepcionado
11389,,81648,4,Bueno
11390,Cristobalpalomo417@edubus.cal,81654,,Servicio de primera
11391,Guadalupehernández711@viajesanma.com,81655,,Muy insatisfecho
11392,hugo1217548@outluc.com,81680,5,Excelente
11393,claudia8569766@viajesanma.com,81693,5,Sin duda volveré
11394,claudia8569766@viajesanma.com,81696,5,Servicio de primera
11395,clemente3647232@marmol.com,81698,,
11396,clemente3647232@marmol.com,81703,79,"Cumplió con mis expectativas, pero sin destacar"
11397,gucovi741@edubus.cal,81706,,
11398,julio865652@edubus.cal,81712,,
11399,Jerónimobatista813@edubus.cal,81718,,
11400,,81722,,
11401,,81726,3,Aceptable
11402,Sta.valdés689@tourket.com,,1,
11403,sr.8593595@viajesanma.com,81732,75,
11404,,81735,1,Pésimo
11405,sra.2260743@marmol.com,81776,,
11406,frorba884@wass.com,81783,,
11407,sra.6948808@edubus.cal,81796,,
11408,masoulca458@tourket.com,81821,,
11409,diquec564@outluc.com,81865,3,Aceptable
11410,Sra.camacho100@tourket.com,81879,,
11411,Sra.camacho100@tourket.com,81881,,
11412,,81888,,Superó mis expectativas
11413,reina3395191@tourket.com,81892,,
11414,gucugr643@viajesanma.com,81906,,
11415,gucugr643@viajesanma.com,81907,2,No lo recomendaría
11416,stmaeutile367@outluc.com,81926,,No me convenció del todo
11417,Alfredosaucedo875@tourket.com,81942,2,Hubo varios problemas
11418,Alfredosaucedo875@tourket.com,81948,,
11419,Alfredosaucedo875@tourket.com,81949,3,Aceptable
11420,maigle370@wass.com,81979,,Completamente decepcionado
11421,,81988,4,Buena experiencia en general
11422,saveal718@tourket.com,81995,,
11423,,,1,Pésimo
11424,,,2,Hubo varios problemas
11425,Maríabriseño689@edubus.cal,82009,3,Podría mejorar
11426,benito1937907@viajesanma.com,82018,,
11427,benito1937907@viajesanma.com,82022,2,Regular
11428,benito1937907@viajesanma.com,,1,Malo
11429,dorotea2336994@edubus.cal,82027,,
11430,samuel6727579@wass.com,82035,,
11431,samuel6727579@wass.com,82036,1,Completamente decepcionado
11432,Josédelgado756@viajesanma.com,82080,,
11433,felipe5223170@outluc.com,82092,,
11434,felipe5223170@outluc.com,,,
11435,Andreavega325@tourket.com,82105,5,Superó mis expectativas
11436,Alejandravilla382@outluc.com,82125,,
11437,madute287@edubus.cal,82145,,
11438,,82153,,
11439,Salvadorlara526@edubus.cal,82165,,
11440,cameav794@outluc.com,82168,,
11441,,82190,5,Excelente
11442,elcona993@viajesanma.com,82195,,
11443,,82199,4,"Satisfecho, pero hay detalles por mejorar"
11444,Joséjaramillo281@viajesanma.com,82205,,
11445,Antoniamurillo361@wass.com,,,Muy insatisfecho
11446,jucémalo234@wass.com,82230,5,Superó mis expectativas
11447,Sra.agosto600@marmol.com,82274,,
11448,víctor7118912@edubus.cal,82280,,Muy satisfecho
11449,víctor7118912@edubus.cal,82285,,
11450,víctor7118912@edubus.cal,82286,,
11451,Soledadrojo470@edubus.cal,82313,2,Regular
11452,sr.4291903@edubus.cal,82318,,
11453,sr.4291903@edubus.cal,82320,,
11454,sr.4291903@edubus.cal,,2,Regular
11455,,82335,1,Pésimo
11456,josé9740197@viajesanma.com,82350,20,Muy insatisfecho
11457,sthudeju356@wass.com,82363,64,Servicio regular
11458,,82386,,
11459,armando8798500@edubus.cal,82388,4,Bueno
11460,horoma820@marmol.com,82421,,
11461,horoma820@marmol.com,82428,3,
11462,,82459,3,
11463,srsopead321@viajesanma.com,82464,,No vuelvo más
11464,jodehe945@marmol.com,82474,,Servicio regular
11465,goquar868@viajesanma.com,82477,,
11466,Sr.amaya148@marmol.com,82480,4,Me atendieron bien
11467,lorenzo6282381@marmol.com,,1,Completamente decepcionado
11468,lorenzo6282381@marmol.com,82488,,
11469,Sta.terán104@edubus.cal,82494,,
11470,Sta.terán104@edubus.cal,82501,,
11471,marcos4781389@outluc.com,82521,2,Hubo varios problemas
11472,,82524,5,Servicio de primera
11473,florencia3977594@viajesanma.com,82541,,Servicio regular
11474,calafl552@marmol.com,82550,,
11475,Albertozamora667@wass.com,82575,2,Hubo varios problemas
11476,benjamín5792277@viajesanma.com,82589,5,Excelente
11477,benjamín5792277@viajesanma.com,,70,Servicio de primera
11478,benjamín5792277@viajesanma.com,82592,5,Sin duda volveré
11479,Marcorivas892@edubus.cal,82611,1,Pésimo
11480,Blancaacevedo582@tourket.com,82624,3,Aceptable
11481,graciela1787859@tourket.com,82637,,
11482,madecamape194@viajesanma.com,82688,5,Superó mis expectativas
11483,,82693,,
11484,madecamape194@viajesanma.com,82701,,
11485,sta.3731668@viajesanma.com,82717,5,Muy satisfecho
11486,Sta.esquibel111@tourket.com,82741,,
11487,,82744,2,
11488,rovaes978@marmol.com,82748,,
11489,,82754,2,Regular
11490,rovaes978@marmol.com,82760,,
11491,Catalinamalave590@outluc.com,82815,2,Hubo varios problemas
11492,Catalinamalave590@outluc.com,,5,Excelente
11493,gerofa426@edubus.cal,82835,17,No lo recomendaría
11494,gerofa426@edubus.cal,82838,,
11495,Sta.gómez547@wass.com,82854,2,
11496,Sta.gómez547@wass.com,82856,,Hubo varios problemas
11497,mónica9895265@viajesanma.com,,4,Bueno
11498,Gonzalomiramontes254@wass.com,,1,No vuelvo más
11499,Gonzalomiramontes254@wass.com,,,
11500,maría6158390@tourket.com,82902,,
11501,francisca9727560@marmol.com,82907,,
11502,,82913,2,Regular
11503,ángela1550142@viajesanma.com,82931,5,Sin duda volveré
11504,,82962,,
11505,Mateoesquivel528@wass.com,82983,,
11506,elena2884605@wass.com,83006,,
11507,mefian457@wass.com,83010,,
11508,Claravela647@wass.com,,3,Aceptable
11509,Rosariogutiérrez813@tourket.com,83053,71,Muy satisfecho
11510,Sr.canales866@wass.com,83067,,Muy satisfecho
11511,Mónicareséndez326@viajesanma.com,83074,,
11512,magdalena7353992@viajesanma.com,83079,,
11513,medeve140@tourket.com,83098,,
11514,medeve140@tourket.com,83102,,
11515,Irenecarrasquillo380@marmol.com,,,
11516,,83314,2,Hubo varios problemas
11517,sra.8371668@tourket.com,83141,,
11518,sra.4898493@marmol.com,83159,4,"Satisfecho, pero hay detalles por mejorar"
11519,tomás207795@outluc.com,83173,27,No vuelvo más
11520,stjoesme886@edubus.cal,83181,,
11521,mateo688995@wass.com,83200,1,Muy insatisfecho
11522,josé6219148@wass.com,83208,,
11523,looroq121@edubus.cal,83226,,
11524,Maríadelacrúz753@marmol.com,83260,,
11525,Maríadelacrúz753@marmol.com,83263,,
11526,rubén9665405@viajesanma.com,83284,,
11527,jucasa710@tourket.com,83285,3,Podría mejorar
11528,srevarpe687@tourket.com,83309,,
11529,sta.2056184@viajesanma.com,83343,,
11530,octavio9094528@marmol.com,83352,,
11531,octavio9094528@marmol.com,83356,4,Buena experiencia en general
11532,gonzalo6826248@edubus.cal,83357,,
11533,doagne287@edubus.cal,83373,,
11534,doagne287@edubus.cal,83375,4,Buena experiencia en general
11535,Marisolsauceda149@viajesanma.com,83406,,
11536,jeneib340@tourket.com,83417,,
11537,marcos2893248@viajesanma.com,83442,,
11538,tecaap205@tourket.com,83453,,
11539,,83454,19,Bueno
11540,soledad207169@tourket.com,,5,Superó mis expectativas
11541,dicach581@edubus.cal,83487,,
11542,Marcotejeda365@viajesanma.com,83525,,
11543,Marcotejeda365@viajesanma.com,83528,,
11544,Marcotejeda365@viajesanma.com,83529,,
11545,Maríarubio858@wass.com,83560,4,Bueno
11546,lugafi704@outluc.com,83608,3,Servicio regular
11547,tomás7451786@edubus.cal,83621,,
11548,sr.9080380@marmol.com,83652,,
11549,sr.9080380@marmol.com,83657,49,
11550,,83662,,
11551,stlupeav448@edubus.cal,83664,,
11552,sra.4815900@wass.com,83683,3,"Cumplió con mis expectativas, pero sin destacar"
11553,julio6852990@edubus.cal,83693,,
11554,Isabelconcepción876@outluc.com,83706,4,Me atendieron bien
11555,Maríapulido518@marmol.com,83715,,
11556,maría8478238@outluc.com,83722,1,Pésimo
11557,maría8478238@outluc.com,,,
11558,laroab875@edubus.cal,83756,4,Bueno
11559,adméta645@edubus.cal,83782,,
11560,adméta645@edubus.cal,83787,,
11561,adméta645@edubus.cal,83790,2,Regular
11562,Sra.ávila253@tourket.com,83799,,
11563,Leonorcovarrubias580@wass.com,83815,40,Malo
11564,Leonorcovarrubias580@wass.com,83819,,
11565,maocpa190@marmol.com,83840,15,Muy satisfecho
11566,maocpa190@marmol.com,83842,,
11567,sta.5648347@marmol.com,83905,3,"Cumplió con mis expectativas, pero sin destacar"
11568,srjamuag493@wass.com,83931,5,Servicio de primera
11569,,83944,5,Superó mis expectativas
11570,Gloriaochoa381@tourket.com,83972,40,
11571,caolli626@edubus.cal,,3,Podría mejorar
11572,,84005,2,Regular
11573,maheco565@marmol.com,84021,4,Bueno
11574,Arturomesa113@wass.com,84041,,
11575,Sanchorico265@wass.com,84045,,
11576,ernesto6893847@edubus.cal,84047,,
11577,elnavi874@viajesanma.com,84053,1,Muy insatisfecho
11578,diquec564@outluc.com,,5,Excelente
11579,diquec564@outluc.com,84065,,
11580,maría9006848@edubus.cal,84075,,No me convenció del todo
11581,josé6219148@wass.com,84113,2,Hubo varios problemas
11582,Anasisneros109@outluc.com,84120,5,Superó mis expectativas
11583,vetaca799@tourket.com,84136,2,No me convenció del todo
11584,vetaca799@tourket.com,84137,4,"Satisfecho, pero hay detalles por mejorar"
11585,vetaca799@tourket.com,84140,,
11586,vetaca799@tourket.com,84141,58,Muy insatisfecho
11587,vetaca799@tourket.com,84143,5,Sin duda volveré
11588,vetaca799@tourket.com,84144,2,Hubo varios problemas
11589,eloisa5952422@outluc.com,84158,,Buena experiencia en general
11590,pihepu151@wass.com,84160,,No vuelvo más
11591,pihepu151@wass.com,,,
11592,raregu307@viajesanma.com,84167,,
11593,raregu307@viajesanma.com,84168,,
11594,srguaral557@wass.com,84186,5,Sin duda volveré
11595,srguaral557@wass.com,84187,4,"Satisfecho, pero hay detalles por mejorar"
11596,Maríadelrío123@tourket.com,84205,,Pésimo
11597,Sr.quezada287@outluc.com,84216,5,Superó mis expectativas
11598,sr.2437231@tourket.com,84232,,
11599,sr.2437231@tourket.com,84235,4,Buena experiencia en general
11600,sr.2437231@tourket.com,84237,,
11601,gralba658@tourket.com,84246,,
11602,coceja218@marmol.com,84255,,
11603,sta.5648347@marmol.com,84268,,
11604,sta.5648347@marmol.com,84270,,
11605,Evalucero285@viajesanma.com,84309,2,Regular
11606,giquri255@edubus.cal,84344,,
11607,srlairar358@tourket.com,84383,36,Hubo varios problemas
11608,srlairar358@tourket.com,84385,4,Bueno
11609,elnaan603@marmol.com,84389,,
11610,isabel1825952@marmol.com,84401,,
11611,manuela8638832@tourket.com,84408,1,Muy insatisfecho
11612,manuela8638832@tourket.com,84413,4,
11613,diego5122419@outluc.com,84421,,
11614,esperanza714944@viajesanma.com,84433,5,Superó mis expectativas
11615,gumoyb716@viajesanma.com,84437,2,Regular
11616,Marisolamaya375@edubus.cal,84452,,
11617,césar4731601@tourket.com,84466,1,Malo
11618,stmaraji901@marmol.com,84474,,
11619,sra.2243479@viajesanma.com,84500,,
11620,ricardo1354495@tourket.com,84524,,
11621,ricardo1354495@tourket.com,84528,,
11622,miguel6197540@edubus.cal,84532,1,Malo
11623,miguel6197540@edubus.cal,84538,,
11624,Sra.ávila253@tourket.com,84544,,
11625,armando4791727@edubus.cal,84571,,
11626,Mariogastélum767@tourket.com,84586,,
11627,Mariogastélum767@tourket.com,84594,,
11628,pablo2519980@wass.com,84603,75,Superó mis expectativas
11629,Horacioriojas705@outluc.com,84632,,
11630,esrodean849@outluc.com,84643,,
11631,,,,
11632,igcama698@outluc.com,84672,,
11633,mónica8949391@wass.com,84674,1,Muy insatisfecho
11634,estela8247925@wass.com,84676,4,"Satisfecho, pero hay detalles por mejorar"
11635,olorde572@outluc.com,84684,5,Excelente
11636,olorde572@outluc.com,84687,,
11637,jomamava986@wass.com,84691,,
11638,jomamava986@wass.com,,3,Aceptable
11639,ester2567245@outluc.com,84703,2,No me convenció del todo
11640,nicolás3857331@viajesanma.com,84748,,
11641,carmen1489763@viajesanma.com,84754,2,
11642,teeses724@marmol.com,84786,,Superó mis expectativas
11643,teeses724@marmol.com,84788,,
11644,iscagu257@outluc.com,84800,3,Servicio regular
11645,Sta.arenas800@tourket.com,84809,2,Hubo varios problemas
11646,Marianaharo153@wass.com,84829,,
11647,gustavo4221112@edubus.cal,84852,,
11648,gustavo4221112@edubus.cal,84862,,
11649,Lorenapulido788@marmol.com,84865,,
11650,Lorenapulido788@marmol.com,84870,,
11651,rafael4800507@tourket.com,84880,2,Hubo varios problemas
11652,rafael4800507@tourket.com,84882,3,Aceptable
11653,Carolinaborrego238@marmol.com,84883,,Aceptable
11654,Carolinaborrego238@marmol.com,84885,5,Superó mis expectativas
11655,Carolinaborrego238@marmol.com,84887,2,No lo recomendaría
11656,Carolinaborrego238@marmol.com,84892,,Me atendieron bien
11657,sralrofr303@viajesanma.com,84902,2,No lo recomendaría
11658,srrotece660@tourket.com,84909,4,"Satisfecho, pero hay detalles por mejorar"
11659,srrotece660@tourket.com,84912,2,Hubo varios problemas
11660,jubrne126@outluc.com,84918,3,Servicio regular
11661,patricio7159648@marmol.com,,3,Servicio regular
11662,Martacenteno679@marmol.com,84940,,
11663,jesús8249850@outluc.com,84944,,
11664,Ernestoalarcón507@wass.com,84966,,
11665,Ernestoalarcón507@wass.com,,,
11666,Soledadmontaño336@tourket.com,84988,5,Servicio de primera
11667,,84991,1,Muy insatisfecho
11668,Soledadmontaño336@tourket.com,84994,2,
11669,,85021,2,No me convenció del todo
11670,adán9883672@marmol.com,85028,86,Servicio regular
11671,luroro823@edubus.cal,,,
11672,Sta.bahena605@marmol.com,85045,4,"Satisfecho, pero hay detalles por mejorar"
11673,mahupa402@viajesanma.com,85050,,
11674,mahupa402@viajesanma.com,85052,,
11675,mahupa402@viajesanma.com,85053,,
11676,,85072,4,Buena experiencia en general
11677,alpoba274@edubus.cal,85085,3,Servicio regular
11678,alpoba274@edubus.cal,85088,98,Servicio regular
11679,,85095,2,No lo recomendaría
11680,,85107,,
11681,cavepo699@outluc.com,,,
11682,,85137,3,Servicio regular
11683,srsabaza802@viajesanma.com,85171,4,Me atendieron bien
11684,srsabaza802@viajesanma.com,85173,,
11685,saarag430@edubus.cal,85200,2,No lo recomendaría
11686,saarag430@edubus.cal,85203,,
11687,saarag430@edubus.cal,85205,,
11688,,85213,1,Muy insatisfecho
11689,lecaba295@marmol.com,85225,3,Podría mejorar
11690,lecaba295@marmol.com,85227,2,Hubo varios problemas
11691,Sta.ojeda672@wass.com,85243,,
11692,Sta.ojeda672@wass.com,85244,,
11693,emilio5826826@viajesanma.com,85259,,
11694,Sr.tapia171@tourket.com,85268,,
11695,malumalo112@wass.com,85292,,
11696,Mercedessedillo672@edubus.cal,85304,5,Excelente
11697,Mercedessedillo672@edubus.cal,85305,1,Completamente decepcionado
11698,sra.2732880@wass.com,85320,3,Servicio regular
11699,jedoll636@edubus.cal,85334,5,Muy satisfecho
11700,josefina6041581@tourket.com,85337,4,Bueno
11701,josefina6041581@tourket.com,85342,,
11702,déurol658@edubus.cal,85381,4,Buena experiencia en general
11703,,85395,3,Podría mejorar
11704,Marioocasio558@tourket.com,85426,4,"Satisfecho, pero hay detalles por mejorar"
11705,Marioocasio558@tourket.com,85427,2,Hubo varios problemas
11706,,85433,,Pésimo
11707,frrosa930@wass.com,,,
11708,antonio6677108@marmol.com,85445,,
11709,antonio6677108@marmol.com,85449,,
11710,ánurta990@wass.com,85472,,
11711,salvador7196389@outluc.com,85507,1,Malo
11712,intrpa646@viajesanma.com,85513,,Aceptable
11713,intrpa646@viajesanma.com,85515,48,Servicio de primera
11714,intrpa646@viajesanma.com,85518,,
11715,intrpa646@viajesanma.com,85520,,
11716,mariana8230269@marmol.com,85537,4,Buena experiencia en general
11717,oleles405@viajesanma.com,85551,3,Aceptable
11718,oleles405@viajesanma.com,85562,,
11719,arturo6777880@marmol.com,85575,,
11720,Antonianaranjo548@edubus.cal,85578,2,No lo recomendaría
11721,clgaco265@viajesanma.com,85614,,
11722,Marisoldomínquez680@wass.com,85591,5,Sin duda volveré
11723,Marisoldomínquez680@wass.com,,3,Aceptable
11724,Arturosalinas630@edubus.cal,85607,,
11725,débora7320908@marmol.com,85632,,
11726,,85635,4,"Satisfecho, pero hay detalles por mejorar"
11727,razave720@wass.com,85637,1,No vuelvo más
11728,razave720@wass.com,85642,,
11729,julia3767558@viajesanma.com,85648,5,Sin duda volveré
11730,lugodu208@marmol.com,85658,1,
11731,pebose472@edubus.cal,,4,Buena experiencia en general
11732,pebose472@edubus.cal,,,Servicio de primera
11733,gloqba754@edubus.cal,85687,,
11734,gloqba754@edubus.cal,85688,71,"Satisfecho, pero hay detalles por mejorar"
11735,gloqba754@edubus.cal,85689,,
11736,Catalinahidalgo347@wass.com,85694,,Pésimo
11737,,85706,,
11738,graciela3279826@tourket.com,85716,5,Superó mis expectativas
11739,graciela3279826@tourket.com,85722,,
11740,evtoca927@edubus.cal,85782,,
11741,,85805,,
11742,Dolorescrespo480@wass.com,85808,4,Buena experiencia en general
11743,emilia6622850@viajesanma.com,85820,,
11744,Robertosotelo268@tourket.com,85845,,
11745,macoce113@wass.com,85848,,
11746,racaal753@marmol.com,85858,,
11747,Césarlara931@outluc.com,85864,,
11748,raquel6455489@edubus.cal,85896,3,"Cumplió con mis expectativas, pero sin destacar"
11749,,85927,,
11750,ragoor613@viajesanma.com,85931,,
11751,conchita9423845@viajesanma.com,85948,,
11752,maancora809@tourket.com,85958,,
11753,Marianoaguirre601@marmol.com,85974,,
11754,Samuelcórdova913@tourket.com,85978,3,Podría mejorar
11755,eszate416@tourket.com,85993,,"Satisfecho, pero hay detalles por mejorar"
11756,iscagu257@outluc.com,86010,3,Podría mejorar
11757,Oliviavillanueva647@wass.com,86015,5,Excelente
11758,francisco5086593@viajesanma.com,86036,,
11759,francisco5086593@viajesanma.com,86044,1,
11760,Maríasevilla622@outluc.com,86066,2,Regular
11761,Maríasevilla622@outluc.com,86067,,
11762,arturo8818697@viajesanma.com,86070,,
11763,arturo8818697@viajesanma.com,86072,,
11764,mario3024191@tourket.com,86131,4,Me atendieron bien
11765,sra.5855316@edubus.cal,86164,,
11766,ramiro4492669@outluc.com,86186,,
11767,germán7896769@wass.com,86219,5,Excelente
11768,Horacioreyna175@edubus.cal,86237,,
11769,Emiliopadilla663@viajesanma.com,86252,5,Superó mis expectativas
11770,Arturomesa113@wass.com,86258,1,Pésimo
11771,diego870315@marmol.com,86274,,
11772,diego870315@marmol.com,,,Me atendieron bien
11773,Emilioverdugo954@tourket.com,86292,4,Me atendieron bien
11774,Emilioverdugo954@tourket.com,86294,1,Malo
11775,srinmoca501@viajesanma.com,86306,,
11776,,86315,,
11777,hegudá768@outluc.com,86338,2,No lo recomendaría
11778,sr.3104119@tourket.com,86348,,
11779,víctor2838763@viajesanma.com,86355,2,No lo recomendaría
11780,víctor2838763@viajesanma.com,86357,3,Aceptable
11781,Sta.esquibel111@tourket.com,86363,,
11782,déarco665@tourket.com,86375,2,
11783,sr.7969753@wass.com,86422,5,Sin duda volveré
11784,,,,
11785,claudio1581442@viajesanma.com,,5,Superó mis expectativas
11786,cacavi665@outluc.com,86473,,
11787,manuela8638832@tourket.com,86479,,
11788,manuela8638832@tourket.com,86481,5,Servicio de primera
11789,manuela8638832@tourket.com,86484,4,"Satisfecho, pero hay detalles por mejorar"
11790,rogice917@wass.com,86490,,
11791,rogice917@wass.com,86493,3,Servicio regular
11792,,86496,2,Hubo varios problemas
11793,joluraol831@wass.com,86504,,
11794,lourdes7750833@marmol.com,86552,2,Regular
11795,lourdes7750833@marmol.com,86553,,
11796,Juanavanegas158@edubus.cal,86559,2,No me convenció del todo
11797,,86577,1,Pésimo
11798,Jesúsrazo504@viajesanma.com,86608,,
11799,ernesto9672607@viajesanma.com,86619,5,Superó mis expectativas
11800,Salvadorlara526@edubus.cal,86627,4,"Satisfecho, pero hay detalles por mejorar"
11801,Salvadorlara526@edubus.cal,86629,2,No lo recomendaría
11802,savina416@edubus.cal,86632,4,"Satisfecho, pero hay detalles por mejorar"
11803,Luisportillo880@marmol.com,86660,4,"Satisfecho, pero hay detalles por mejorar"
11804,Luisportillo880@marmol.com,86663,3,Podría mejorar
