id,correo_usuario,reserva_id,valor,clausula,empresa,tipo
7647,Doloresanda353@edubus.cal,137569,22000,,Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
7648,Sra.arreola423@marmol.com,137580,77000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",MetLife Chile Seguros de Vida S.A.,Seguro de Cancelación de Viaje
7649,Sra.arreola423@marmol.com,137585,,,,
7650,Felipecaraballo409@wass.com,137611,,,,
7652,Marcelaáguilar314@edubus.cal,137661,,,,
7653,,137666,93000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Interrupción del Viaje
7654,estela8497596@outluc.com,137681,,,,
7655,estela8497596@outluc.com,137683,22000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",Liberty Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
7656,lucas6693553@marmol.com,,,,,
7657,Gabrielaalcala572@viajesanma.com,137767,,,,
7658,sranmoac645@marmol.com,137810,,,,
7659,bernardo5100979@wass.com,137819,,,,
7660,Ricardogallegos900@viajesanma.com,137869,12000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Equipaje y Efectos Personales
7661,Marianoapodaca861@tourket.com,,37000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Confuturo S.A.,Seguro de Interrupción del Viaje
7662,anarcó939@tourket.com,137919,53000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Confuturo S.A.,Seguro de Interrupción del Viaje
7663,joadti174@wass.com,137921,,,,
7664,Enriquesotelo831@tourket.com,138032,,,,
7665,claudio5165940@outluc.com,,,,,
7666,sacara440@viajesanma.com,138046,,,,
7667,sacara440@viajesanma.com,138048,,,,
7668,looroq121@edubus.cal,,56000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",Vida Cámara S.A.,Seguro de Equipaje y Efectos Personales
7669,jamuar402@tourket.com,138091,,,,
7670,,138151,,,,
7671,cristina8266548@outluc.com,138155,75000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",HDI Seguros S.A.,Seguro por Demoras en el Viaje
7672,cristina8266548@outluc.com,138158,,,,
7673,cristina8266548@outluc.com,138162,70000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",MetLife Chile Seguros de Vida S.A.,Seguro de Cancelación de Viaje
7674,luvajá632@tourket.com,138176,94000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",,Seguro de Asistencia Médica
7675,stanmaan993@wass.com,138208,,,,
7676,stanmaan993@wass.com,138211,,,,
7677,Maríatafoya556@tourket.com,138216,,,,
7678,sta.1665573@wass.com,138257,,,,
7679,Leticiabecerra954@viajesanma.com,138324,,,,
7680,majobrha614@marmol.com,138337,89000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
7681,majobrha614@marmol.com,138338,,,,
7682,anita2549427@outluc.com,138384,,,,
7683,Claraalaniz960@outluc.com,138432,,,,
7684,srbahuro235@viajesanma.com,138444,68000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Confuturo S.A.,Seguro por Demoras en el Viaje
7685,gublbr795@edubus.cal,138467,23000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",MetLife Chile Seguros de Vida S.A.,Seguro de Asistencia Médica
7686,,138489,12000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",Consorcio Nacional de Seguros Vida S.A.,
7687,gabriela3810846@wass.com,138499,,,,
7688,Benitonaranjo830@marmol.com,138519,,,,
7689,emilio6169968@wass.com,138621,,,,
7690,Maríabanda906@marmol.com,138662,52000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",BICE Vida Compañía de Seguros S.A.,Seguro por Demoras en el Viaje
7691,Lourdesvillagómez232@tourket.com,138682,24000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Confuturo S.A.,Seguro de Cancelación de Viaje
7692,luz4136884@tourket.com,138698,44000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Confuturo S.A.,Seguro de Interrupción del Viaje
7693,barbara803536@edubus.cal,,36000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",Liberty Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
7694,romebr232@marmol.com,138793,,,,
7695,leonor2290253@marmol.com,138799,50000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Vida Cámara S.A.,Seguro de Responsabilidad Civil
7696,Rosarioquiñones875@marmol.com,138809,11000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Cancelación de Viaje
7697,,138815,45000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",Seguros Generales Suramericana S.A.,Seguro de Asistencia Médica
7698,mateo688995@wass.com,138818,,,,
7699,,,95000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
7700,anbryá214@outluc.com,138925,,,,
7701,Vicentecaldera355@marmol.com,138949,,,,
7702,srmaluproc444@edubus.cal,138953,,,,
7703,Gerardogranados129@viajesanma.com,139016,,,,
7704,jesús8018357@tourket.com,139064,92000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
7705,,139075,,,,
7706,Raúlcaraballo974@marmol.com,139111,23000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",,Seguro de Equipaje y Efectos Personales
7707,sr.1322888@viajesanma.com,139133,,,,
7708,lumiorse429@viajesanma.com,139194,,,,
7709,lumiorse429@viajesanma.com,,66000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",BICE Vida Compañía de Seguros S.A.,Seguro de Responsabilidad Civil
7710,vifete192@edubus.cal,139221,,,,
7711,vifete192@edubus.cal,139223,7000,,MetLife Chile Seguros de Vida S.A.,Seguro de Asistencia Médica
7869,claudio3007187@outluc.com,,,,,
7870,gerardo5212629@viajesanma.com,142977,,,,
7712,vifete192@edubus.cal,139224,62000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
7713,sra.8596636@outluc.com,,,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Confuturo S.A.,Seguro de Interrupción del Viaje
7714,mateo2993116@wass.com,139303,,,,
7715,mategugo433@outluc.com,139343,20000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
7716,,139373,48000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Renta Nacional Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
7717,emilio5826826@viajesanma.com,139388,75000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Asistencia Médica
7718,maría4407147@wass.com,139428,,,,
7719,maría4407147@wass.com,139432,26000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
7720,Evamaya649@edubus.cal,139439,,,,
7721,norolu882@outluc.com,139459,79000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Liberty Compañía de Seguros Generales S.A.,Seguro de Equipaje y Efectos Personales
7722,Lourdesmelgar597@tourket.com,139480,84000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.,Seguro por Demoras en el Viaje
7723,,139490,,,,
7724,,139491,91000,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Cancelación de Viaje
7725,gupita391@marmol.com,139525,8000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Vida Cámara S.A.,Seguro de Interrupción del Viaje
7726,Beatrizromo225@tourket.com,139540,22000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Seguros Generales Suramericana S.A.,Seguro de Interrupción del Viaje
7727,maría3447335@viajesanma.com,139553,70000,"Cobertura de artículos electrónicos bajo ciertos límites, Asistencia para reemplazo de documentos de viaje perdidos",Consorcio Nacional de Seguros Vida S.A.,Seguro de Equipaje y Efectos Personales
7728,Mateovarela616@tourket.com,139557,58000,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",MetLife Chile Seguros de Vida S.A.,Seguro de Asistencia Médica
7729,daparí324@edubus.cal,,96000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",,Seguro de Responsabilidad Civil
7730,salvador2465742@outluc.com,,,,,
7731,,139653,29000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",HDI Seguros S.A.,Seguro de Interrupción del Viaje
7732,razele975@viajesanma.com,,7000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",,Seguro de Cancelación de Viaje
7733,agustín5330113@tourket.com,139692,,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Seguros Generales Suramericana S.A.,Seguro de Cancelación de Viaje
7734,Carlotaibarra867@edubus.cal,139717,87000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",,Seguro de Interrupción del Viaje
7735,Sr.marrero675@wass.com,139751,31000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
7736,miguel7149668@outluc.com,139766,12000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",BICE Vida Compañía de Seguros S.A.,Seguro de Responsabilidad Civil
7737,gonzalo1771280@outluc.com,139776,82000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Cancelación de Viaje
7738,alragá795@marmol.com,139850,,,,
7739,alragá795@marmol.com,139853,,,,
7740,oczace953@edubus.cal,139858,,,,
7741,ricardo8336277@edubus.cal,139887,53000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Seguros Generales Suramericana S.A.,Seguro de Asistencia Médica
7742,stirbaso677@tourket.com,139896,,,,
7743,Marianobatista892@outluc.com,139899,,,,
7744,Marianobatista892@outluc.com,139907,,,,
7745,,139910,23000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",BICE Vida Compañía de Seguros S.A.,Seguro de Cancelación de Viaje
7746,Ricardocorona986@tourket.com,,29000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
7747,,139927,,,,
7748,Luzmendoza223@outluc.com,,,,Confuturo S.A.,Seguro de Responsabilidad Civil
7749,Blancapuente777@marmol.com,140036,94000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
7750,racaca290@viajesanma.com,,,,,
7751,temeri206@edubus.cal,140062,18000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Vida Cámara S.A.,Seguro por Demoras en el Viaje
7752,,140136,31000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",,Seguro de Interrupción del Viaje
7753,Sta.acevedo242@tourket.com,,,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Interrupción del Viaje
7754,Benjamínchavarría618@marmol.com,140175,87000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Vida Cámara S.A.,Seguro de Interrupción del Viaje
7755,Benjamínchavarría618@marmol.com,140176,9000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",,Seguro de Asistencia Médica
7756,sra.6885500@outluc.com,,22000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
7757,julia3362510@viajesanma.com,140198,62000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.,Seguro de Interrupción del Viaje
7758,cristina1240866@marmol.com,140220,,,,
7759,cristina1240866@marmol.com,140228,,,,
7760,martín1813330@wass.com,140234,40000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Seguros Generales Suramericana S.A.,Seguro por Demoras en el Viaje
7761,martín1813330@wass.com,140236,,,,
7762,rogice917@wass.com,140238,,,,
7763,jorge3792319@tourket.com,140241,,,,
7764,adán1473872@wass.com,140295,5000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",MetLife Chile Seguros de Vida S.A.,Seguro de Asistencia Médica
7765,mateo5624152@marmol.com,140314,,,,
7766,,140369,62000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Confuturo S.A.,
7767,carla6301208@edubus.cal,140379,,,,
7768,srarchme180@edubus.cal,140851,95000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Vida Cámara S.A.,Seguro de Interrupción del Viaje
7769,Alejandrorosales254@marmol.com,140462,,,,
7770,cafiol606@tourket.com,140471,23000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Confuturo S.A.,Seguro de Responsabilidad Civil
7771,maleca840@tourket.com,140515,,,,
7772,raregu307@viajesanma.com,140540,71000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",HDI Seguros S.A.,Seguro de Responsabilidad Civil
7773,majocaca184@viajesanma.com,140557,6000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
7774,sr.419616@outluc.com,140569,,,,
7775,sta.8137709@outluc.com,140590,,,,
7776,doropi546@tourket.com,140631,81000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.,Seguro por Demoras en el Viaje
7777,doropi546@tourket.com,140634,,,,
7778,,140676,82000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Vida Cámara S.A.,Seguro de Asistencia Médica
7779,Mónicareséndez326@viajesanma.com,140705,9000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.,Seguro por Demoras en el Viaje
7780,Mónicareséndez326@viajesanma.com,,69000,,Liberty Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
7781,espese578@wass.com,140722,32000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",HDI Seguros S.A.,Seguro de Cancelación de Viaje
7782,Beatrizgracia967@outluc.com,140746,93000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",MetLife Chile Seguros de Vida S.A.,Seguro de Asistencia Médica
7783,adán6345653@edubus.cal,,,,,
7784,Elisarascón880@edubus.cal,140801,33000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Consorcio Nacional de Seguros Vida S.A.,
7785,srarchme180@edubus.cal,140854,60000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Vida Cámara S.A.,Seguro de Interrupción del Viaje
7786,carlos1365803@edubus.cal,140870,85000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Seguros Generales Suramericana S.A.,Seguro de Interrupción del Viaje
7787,carlos1365803@edubus.cal,140871,77000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
7788,carlos1365803@edubus.cal,140873,26000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",MAPFRE Compañía de Seguros Generales de Chile S.A.,
7789,viarga905@outluc.com,140881,,,,
7790,Susanaperes872@viajesanma.com,,,,,
7791,Sr.báez535@outluc.com,140981,90000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",HDI Seguros S.A.,Seguro de Asistencia Médica
7792,Sr.báez535@outluc.com,140991,,,,
7793,macaur888@viajesanma.com,141020,,,,
7794,roares206@tourket.com,141050,,,,
7795,Sra.alcala888@outluc.com,141071,17000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Confuturo S.A.,Seguro de Asistencia Médica
7796,Sra.alcala888@outluc.com,141072,,,,
7797,diego5122419@outluc.com,,,,,
7798,roberto8863130@marmol.com,141099,64000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",HDI Seguros S.A.,Seguro de Responsabilidad Civil
7799,gerardo956789@edubus.cal,141114,25000,,MetLife Chile Seguros de Vida S.A.,
7800,esrodean849@outluc.com,141140,,,,
7801,ernesto3883537@tourket.com,141145,86000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",Vida Cámara S.A.,Seguro de Equipaje y Efectos Personales
7802,ernesto3883537@tourket.com,141148,,,,
7803,ernesto3883537@tourket.com,141149,,,,
7804,sr.9197608@edubus.cal,141187,,,,
7805,Josefinapatiño745@outluc.com,141248,,,,
7806,jacabr338@outluc.com,141256,,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Seguros Generales Suramericana S.A.,Seguro de Responsabilidad Civil
7807,jacabr338@outluc.com,141258,60000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
7808,jacabr338@outluc.com,141265,57000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Consorcio Nacional de Seguros Vida S.A.,Seguro de Asistencia Médica
7809,jacabr338@outluc.com,141267,,,,
7810,anita2549427@outluc.com,141310,,,,
7811,maeufihe664@tourket.com,141330,,,,
7930,srromoyá724@viajesanma.com,,,,,
7812,maeufihe664@tourket.com,141340,94000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Vida Cámara S.A.,
7813,miguel4891310@outluc.com,141348,,,,
7814,sr.5767805@edubus.cal,141369,19000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",BICE Vida Compañía de Seguros S.A.,Seguro de Cancelación de Viaje
7815,,141409,42000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Asistencia Médica
7816,Sr.santacruz224@wass.com,141415,,,,
7817,,141427,,,,
7818,Caridadolmos757@wass.com,141432,,,,
7819,Guadalupegarica470@tourket.com,141509,47000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",MetLife Chile Seguros de Vida S.A.,Seguro por Demoras en el Viaje
7820,Guadalupegarica470@tourket.com,141514,,,,
7821,,,96000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Seguros Generales Suramericana S.A.,Seguro de Interrupción del Viaje
7822,maelbeca848@tourket.com,141610,92000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",Confuturo S.A.,Seguro de Asistencia Médica
7823,Sra.cantú510@edubus.cal,141622,,,,
7824,Sra.cantú510@edubus.cal,141625,,,,
7825,Catalinarangel296@wass.com,141675,,,,
7826,stispogo714@edubus.cal,,,,,
7827,Salvadorlara526@edubus.cal,141827,,,,
7828,doagne287@edubus.cal,,,,,
7829,jerónimo699133@viajesanma.com,141885,68000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",HDI Seguros S.A.,Seguro de Equipaje y Efectos Personales
7830,jerónimo699133@viajesanma.com,141890,7000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",MetLife Chile Seguros de Vida S.A.,Seguro de Responsabilidad Civil
7831,anmavitr767@outluc.com,141937,,,,
7832,anmavitr767@outluc.com,141938,100000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Equipaje y Efectos Personales
7833,anmavitr767@outluc.com,141940,26000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Confuturo S.A.,Seguro de Interrupción del Viaje
7834,anmavitr767@outluc.com,141941,88000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Consorcio Nacional de Seguros Vida S.A.,Seguro de Responsabilidad Civil
7835,ósrogu582@wass.com,141956,,,,
7836,,141972,36000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
7837,Germánbriseño409@viajesanma.com,142013,,,,
7838,Reinapizarro800@wass.com,142048,,,,
7839,Reinapizarro800@wass.com,142056,85000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",Vida Cámara S.A.,Seguro de Asistencia Médica
7840,jerónimo9310781@wass.com,142170,,,,
7841,,142231,,,,
7842,caapve761@tourket.com,,,,,
7843,graciela1787859@tourket.com,142389,,,,
7844,leonor6694280@wass.com,142422,,,,
7845,leonor6694280@wass.com,142425,88000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Liberty Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
7846,Estebancepeda983@outluc.com,,22000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
7847,sra.6947633@tourket.com,142466,,,,
7848,emmosa915@wass.com,142497,,,,
7849,Mónicaburgos781@tourket.com,142507,93000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
7850,Ernestosalazar472@edubus.cal,,,,,
7851,srmateorág301@tourket.com,142527,68000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",HDI Seguros S.A.,Seguro de Equipaje y Efectos Personales
7852,srmateorág301@tourket.com,142532,8000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Seguros Generales Suramericana S.A.,Seguro de Cancelación de Viaje
7853,Ariadnaurrutia681@viajesanma.com,142573,,,,
7854,Ariadnaurrutia681@viajesanma.com,142575,,,,
7855,Sra.rodarte620@tourket.com,142576,,,,
7856,,142580,34000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Confuturo S.A.,Seguro de Equipaje y Efectos Personales
7857,,142582,87000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
7858,,142587,58000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",Consorcio Nacional de Seguros Vida S.A.,Seguro de Cancelación de Viaje
7859,josé9740197@viajesanma.com,142680,,,,
7860,cristina6625698@marmol.com,142689,,,,
7861,Carlotagómez998@marmol.com,142717,22000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Cancelación de Viaje
7862,jacrsa996@marmol.com,142728,,,,
7863,alfequ786@wass.com,142749,90000,,Consorcio Nacional de Seguros Vida S.A.,Seguro de Cancelación de Viaje
7864,sr.7926462@marmol.com,142760,,,,
7865,macara960@viajesanma.com,142785,53000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Consorcio Nacional de Seguros Vida S.A.,Seguro de Cancelación de Viaje
7866,ana3795282@edubus.cal,142798,,,,
7867,ana3795282@edubus.cal,,89000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Interrupción del Viaje
7868,Teodoroalonso422@edubus.cal,142874,91000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",HDI Seguros S.A.,Seguro de Responsabilidad Civil
7871,Jaimecortés541@wass.com,143087,37000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.,Seguro por Demoras en el Viaje
7872,joemviri782@viajesanma.com,143091,57000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Vida Cámara S.A.,
7873,Sta.razo193@viajesanma.com,143144,,,,
7874,Emiliodíaz846@marmol.com,,,,,
7875,alberto9541654@tourket.com,,12000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Vida Cámara S.A.,Seguro de Interrupción del Viaje
7876,,,98000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",HDI Seguros S.A.,Seguro por Demoras en el Viaje
7877,natalia5271573@marmol.com,143248,,,,
7878,Emilioverdugo954@tourket.com,143261,59000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Liberty Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
7879,srhoguhi542@outluc.com,143327,30000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",Confuturo S.A.,Seguro de Equipaje y Efectos Personales
7880,jorge8127286@viajesanma.com,,54000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",BICE Vida Compañía de Seguros S.A.,Seguro por Demoras en el Viaje
7881,diquca103@edubus.cal,143336,,,,
