nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Cristian Saavedra Cabán,Cristiancabán555@edubus.cal,9ykOBPb5,crsaca105,,2948970,0,,,,K
Soledad Terrazas Montaño,,B7PhIJzCRmkrv3G,Soledadmontaño651,+56 9 9037 6033,11926402,16758,,,,2
Sr. Juana Garibay Abreu,sr.7488745@viajesanma.com,RWUQxa1RUXCCza,sr.1393903,+56 2 0744 3941,6996946,31825,,,,1
Sra. María Eugenia Valles Preciado,,KsogGt9eAs6oa,srmaeuvapr173,+56 9 7571 0599,5080648,,Nocturno,Más vida,Part time,0
Timoteo Tejada Bermúdez,timoteo7262960@edubus.cal,9Dydw8xN,timoteo9573821,+56 9 7726 4598,22552766,24520,,,,0
Sra. Gloria Luevano Luevano,srgllulu554@viajesanma.com,XW1qomtft,sra.4082298,+56 2 5542 2322,244148,9329,,,,9
Lucia Alejandro Bahena,lualba442@viajes.cl,A11v5cLST9,Luciabahena855,+56 9 7723 5498,10329825,,Nocturno,Fonasa,Part time,3
Julio Valentín Fonseca,Juliofonseca994@marmol.com,rBGG8LpRy18mG,julio5763660,+56 2 8839 0134,29380650,0,,,,0
Sra. José María Ramírez Escalante,Sra.escalante454@tourket.com,o7JALbP5fY,Sra.escalante617,+56 9 7607 8964,4933307,0,,,,2
Lorenzo Sisneros Vanegas,lorenzo1342343@viajes.cl,,losiva639,+56 2 9529 2406,6924866,,Diurno,Colmena,,7
Andrea Madrigal Zúñiga,anmazú491@edubus.cal,cZ3YuLuIAxql39,Andreazúñiga585,+56 2 6738 2406,4818756,4317,,,,0
Marco Antonio Montoya Guevara,Marcoguevara961@outluc.com,AJXUcrAh2XlsQDXx,marco2864200,+56 9 1656 6703,23285073,2895,,,,6
Ricardo Gil Partida,rigipa534@viajes.cl,G0GJMEtXJ5Hm,Ricardopartida536,+56 2 3489 2249,25412039,,Diurno,Banmédica,Full time,1
Javier Porras Frías,Javierfrías801@tourket.com,uuMeaYp3U0WbvGa,japofr952,+56 9 5527 7887,24433905,12721,,,,0
Jacobo Bustos Frías,Jacobofrías208@wass.com,aOU0kBP0uaitrs,jacobo1776974,+56 2 2711 4573,,,,,,
Andrea Ordóñez Saiz,andrea6477578@viajesanma.com,qZSIWlg3A3L,Andreasaiz234,+56 9 2853 8324,3631374,0,,,,9
Caridad Rosas Fernández,caridad7249354@edubus.cal,s6g545sIY,carofe642,+56 9 2060 3620,20004871,1812,,,,7
Eduardo Huerta Santiago,edhusa624@wass.com,CatVL70Ky,eduardo6749640,+56 9 6869 9967,27881342,,,,,8
Sra. Gregorio Rael Covarrubias,Sra.covarrubias930@marmol.com,wZvesV62jTNm5Uw,srgrraco652,+56 2 4749 1425,8269640,7892,,,,7
Gustavo Villa Lucio,gustavo4221112@edubus.cal,Mn0T5kHsUtO,,+56 9 1310 3677,26185303,11486,,,,5
,,,elvira9098828,+56 2 7165 0718,4289619,,Diurno,Fonasa,Part time,5
Sr. Vicente García Santiago,srvigasa305@outluc.com,Vht3ZKK42LsUx50,srvigasa253,,9353992,0,,,,3
Ana Luisa Salazar Esquibel,ana8107329@tourket.com,10Dsx9z4,anlusaes393,+56 9 9368 9000,3646615,2158,,,,4
Salvador Meléndez Lara,Salvadorlara526@edubus.cal,TfCgopR1,samela915,+56 2 2572 7446,-12496047,23726,,,,9
Lilia Lugo Lozada,lilia4487922@viajesanma.com,wKdNXI5021d3R8e,lilia257331,+56 9 1855 8189,14482401,0,,,,6
Sta. Germán Sanches Saiz,sta.8893870@outluc.com,LfIXzDVwZp640xb,sta.1471612,+56 2 3114 9313,636370,4456,,,,9
Nicolás Rocha Armas,niroar375@marmol.com,W1qvsgpGM,nicolás1385886,+56 9 2387 7348,16143194,0,,,,K
Miguel Frías Méndez,miguel1539464@marmol.com,7Fhv0yPhY,mifrmé494,+56 9 8595 0029,12849261,2322,,,,5
José Emilio Gracia Gurule,Joségurule624@edubus.cal,fIL7nfyfh4BOt,joemgrgu612,+56 2 0640 8173,27482551,466,,,,0
Alberto Ortega Apodaca,alberto1096501@wass.com,L1FIsZTaB,Albertoapodaca447,+56 2 3238 3575,-14626986,9830,,,,9
José Eduardo Zavala Santacruz,Josésantacruz310@tourket.com,3c3XLoyRPNOyJI2,Josésantacruz985,+56 2 1005 3807,18810531,6732,,,,9
Pilar Cantú Badillo,picaba895@viajes.cl,pUH6w3Nu,picaba301,+56 2 3687 1668,29415373,,Nocturno,Más vida,Part time,K
Hugo Mateo Barragán,humaba796@viajes.cl,myapkG3F9K,hugo9518103,+56 9 9393 2582,27321088,,Nocturno,Más vida,Full time,1
Alejandro Casillas Patiño,Alejandropatiño867@marmol.com,I8acCPj7c459v4,Alejandropatiño178,+56 9 0438 7568,25487806,19099,,,,5
Sr. Isabel de Jesús Salinas,Sr.salinas939@viajesanma.com,x3GtqYHgHiuWQHE,Sr.salinas468,+56 9 4813 7827,4963127,0,,,,8
,antonio3705945@tourket.com,89lhIXiuUake4v,anmaba133,+56 2 9749 5948,3081739,10450,,,,7
Sta. Mariano Guajardo Burgos,stmagubu244@viajesanma.com,mod63e3DlwWj,Sta.burgos736,+56 9 3837 9278,20512437,0,,,,3
María Eugenia Tejada Rascón,Maríarascón933@tourket.com,qW0UZCF7t,maeutera120,+56 9 4617 9166,3479928,0,,,,8
Andrea Cruz Garza,andrea2042333@outluc.com,GA1iCaBy,andrea3368710,+56 9 3174 2194,-13192430,14955,,,,5
Eva Escobedo Carrero,eva6365391@outluc.com,BFu2QcNw9UWP,evesca219,+56 2 3634 4713,6014724,,,,,8
Andrés Esquivel Villagómez,Andrésvillagómez840@edubus.cal,l2I9GpGAaaL,andrés5203980,+56 2 6047 1177,21201699,22402,,,,3
,esfrar113@viajesanma.com,kcMoerK0CZ,esfrar540,+56 9 7125 8335,,9845,,,,
Eva Magaña Bueno,evmabu718@viajesanma.com,1pdVLALa,Evabueno708,+56 9 9573 5505,23765392,3792,,,,0
Alfredo Nevárez Pelayo,alfredo6007555@edubus.cal,Vce94BI22r1w,alnepe935,+56 9 2865 7082,22334166,10372,,,,7
Ester Terán Carrero,ester4943868@outluc.com,5HD93iV5y4fBzw,Estercarrero186,+56 9 1339 4974,22658593,0,,,,1
Sra. Isabela Guerrero Mireles,Sra.mireles472@marmol.com,RoZjk40VMLCD,Sra.mireles368,+56 2 5022 4386,,0,,,,
Juan Carlos Aguirre Montalvo,Juanmontalvo212@marmol.com,vahV0aUFMZ3cp,Juanmontalvo604,+56 2 9088 0240,12569841,0,,,,7
Sra. Patricio Tamez Tamayo,srpatata101@wass.com,zxGMoeoV4MmV1sy,srpatata598,+56 2 1958 0647,5901941,2984,,,,4
Julio César Pizarro Alonzo,jucépial277@viajesanma.com,XYp9zrwLYvNWkT9,Julioalonzo429,+56 9 8455 4368,-19395567,12285,,,,3
Catalina Rodrígez Barela,catalina4728784@viajesanma.com,gOMxfUBurokb8Bq5,Catalinabarela734,,27229696,0,,,,0
Claudio Soto Arroyo,claudio1581442@viajesanma.com,OugpZ8Rmv,Claudioarroyo224,+56 2 3087 9680,11686760,,,,,5
Alberto Bravo Alcaraz,albral120@tourket.com,mAcMWi5jUIxG2d4o,albral925,+56 2 8877 6710,2860130,1288,,,,1
,sta.4694344@outluc.com,iyaa0x586glUL,Sta.carreón682,,6203805,16714,,,,5
Clemente Arteaga Casárez,clemente3647232@marmol.com,5fnPfgiqjsFF7,clarca102,+56 2 4996 8902,7353505,10069,,,,0
Sta. Julio César Chávez Olivera,stjucéchol772@viajes.cl,jvRItr3Hk9Rq,stjucéchol421,+56 9 0332 6771,20429599,,Nocturno,Fonasa,Full time,9
Sr. Antonio Galindo Figueroa,srangafi126@tourket.com,hdCFGgjp3GIQqKA,sr.6313801,,22121162,11448,,,,6
,peloan719@tourket.com,JfR3muYuIGF82a3,pedro1816850,+56 9 4987 6213,26134553,-970,,,,6
Rosario Acuña Ávalos,Rosarioávalos493@tourket.com,e8CPo8UV,rosario1172726,+56 2 9742 1657,29966203,3848,,,,9
Raúl Alicea Mata,raúl1043440@viajes.cl,VAdxC8b43T2x8,raalma311,+56 2 6451 6838,22224221,,Nocturno,Más vida,Part time,5
Sr. Mónica Soto Lucio,sr.2274570@tourket.com,R0uXa2ptS,sr.7249832,+56 2 6478 7189,3336437,20612,,,,7
Sr. Rosario Alcala Navarro,Sr.navarro388@viajes.cl,1dTo2ceVwbqPO,Sr.navarro676,+56 2 9073 9207,,,Nocturno,Consalud,Full time,
Jerónimo Estrada Menéndez,jeesme612@wass.com,s1eISE2DR7F,jeesme897,+56 9 5199 8539,16785067,0,,,,7
Jaime Marroquín Varela,jamava511@viajes.cl,,jamava704,+56 9 4893 1227,6587154,,Nocturno,Colmena,Full time,8
Sonia Cepeda Tijerina,Soniatijerina992@tourket.com,2ImbmPZ3,Soniatijerina200,,-1836426,0,,,,3
Carolina Laboy Flores,calafl552@marmol.com,MOCumpgXNjEC4SK,Carolinaflores727,+56 2 6136 7815,23864387,10880,,,,2
Manuel González Mascareñas,Manuelmascareñas816@marmol.com,UkpiUPq0pgO0qp,Manuelmascareñas702,+56 2 1505 8849,27923096,3557,,,,5
Sara Arredondo Ybarra,sara600324@viajes.cl,UArsLlO4,saaryb171,+56 9 2237 4009,7588650,,Diurno,Más vida,Part time,0
Samuel Sanabria Velásquez,,mF4ncPCd,,+56 9 4636 5497,3294424,,Nocturno,Colmena,Full time,8
Joaquín Mata Mesa,,A0cDccVV0,Joaquínmesa252,+56 9 3955 2425,16711817,16357,,,,8
,micaela3873149@marmol.com,nK0WgjtwU3zMfFiY,Micaelaarevalo683,+56 2 9383 0878,21824279,87,,,,0
Caridad Barajas Quezada,Caridadquezada993@viajes.cl,7x198SsVswicTHY,,+56 2 9602 2216,993307,,,Consalud,Part time,7
Samuel Beltrán Noriega,samuel1991909@marmol.com,0mzQbHKYkw79,samuel9068150,+56 2 8496 1681,1111862,3552,,,,3
Marcela Castellanos Olvera,Marcelaolvera510@viajesanma.com,caD5xwAb25,marcela6949822,+56 2 1324 9381,14686039,1287,,,,7
Hugo Baeza Mesa,hubame100@viajes.cl,O1R2aizbSIujJ9rs,hubame578,+56 2 7438 3175,18781709,,Nocturno,Más vida,Part time,9
Susana Luevano Cuellar,Susanacuellar663@outluc.com,zjqjPyCwI1,Susanacuellar435,+56 9 5628 6408,24517779,14340,,,,8
Martín Tovar Valdez,Martínvaldez228@marmol.com,,matova654,+56 2 7700 8316,10562833,1260,,,,1
Adán Botello de Jesús,adán1013962@viajes.cl,hTA2AXcpeBcrW,adán3452825,+56 9 8745 0899,15313970,,Diurno,,Full time,9
Mateo Brito Crespo,mateo9517416@viajesanma.com,ACK1r9zi1xJDFZ,Mateocrespo310,+56 2 2842 7794,29395947,0,,,,1
Emilio Benavídez Arreola,Emilioarreola638@viajes.cl,7BHDbDLb3,emilio1066949,+56 2 4147 9712,14781366,,Nocturno,Más vida,Full time,K
Gilberto Valdivia Rodríguez,,ZeOC8WlfQ8Rh9QGm,Gilbertorodríguez960,+56 9 8310 9822,13467718,,,,,K
Fernando Orta Delagarza,,EunN8z44O,feorde738,+56 2 7477 4089,-10140313,,Diurno,Banmédica,Part time,0
Alberto Aguilera Saldaña,Albertosaldaña982@wass.com,jfSHJR3QI,alberto796465,+56 9 3618 9536,12152042,,,,,7
María Bernal Calderón,maría9541538@tourket.com,9BPWjcLUs,mabeca689,+56 9 6831 9318,5429812,4577,,,,9
Francisca Urías Echevarría,francisca2718680@edubus.cal,3kTfkbldDJGl,francisca6572751,+56 2 4336 1069,16897529,-3186,,,,5
Eduardo Verdugo Gallegos,eduardo7033270@outluc.com,0Oz3caUOVCLcRX08,eduardo8961387,+56 2 0554 0148,29139047,794,,,,1
Sta. Mariano Aguilera Saiz,stmaagsa699@wass.com,3JfSvJmivQR8,stmaagsa369,+56 9 5294 0875,7020833,0,,,,4
Clara Espino Soria,Clarasoria525@wass.com,jnNn1uqDaxl3,Clarasoria444,+56 2 0529 9596,12038582,15108,,,,8
Irene Piña Pizarro,irpipi229@viajes.cl,qa3fOxRg1uT757EP,irpipi932,+56 2 2359 6004,22248673,,Diurno,Fonasa,Part time,4
,Sra.suárez393@viajes.cl,08w1PnZDTU,Sra.suárez587,+56 9 3531 3925,28252301,,Diurno,Banmédica,Part time,9
,gocasa891@viajesanma.com,5e1zPg3WujiV,gonzalo2264873,+56 9 9295 7368,,,,,,
Timoteo Nava Lozada,Timoteolozada474@tourket.com,AEDXs7umej0sx,tinalo832,+56 9 6104 0449,6803580,0,,,,5
Sta. Rocio Segura Alba,stroseal875@viajes.cl,ky9VhgDBz8Y,sta.3149420,+56 9 3257 1590,22185066,,Diurno,Colmena,Part time,1
Sancho Burgos Guevara,sancho3746669@edubus.cal,Q48gKLVdEG,sancho2396711,+56 2 7874 3968,10535164,0,,,,K
Agustín Aguirre Burgos,Agustínburgos608@outluc.com,9C3o0fvY,Agustínburgos110,+56 9 3133 9841,5632433,-520,,,,K
Alberto Valenzuela Ortega,alberto4654677@viajes.cl,GKhErPHGj9UsY,alberto8701454,+56 9 4849 8917,1427215,,Diurno,,Part time,1
María Soledad Tello Cornejo,maría6158390@tourket.com,Z4U6DvqPyY619p,maría4711312,+56 2 1971 8726,8690236,3306,,,,2
Sr. Homero Guerra Hidalgo,srhoguhi542@outluc.com,8LTZ7HesB,srhoguhi561,+56 2 5191 9596,17975487,-7703,,,,8
Cristian Sotelo Ornelas,crsoor155@viajesanma.com,ABo60AjDad,Cristianornelas335,+56 9 5648 4821,17832305,7021,,,,9
Elisa Abreu Tovar,elisa6972961@edubus.cal,7FxSm1A1e,elisa3091901,+56 9 1536 4851,13439125,1953,,,,1
Lola Serna Barreto,lola2604830@viajes.cl,Q4z5oVwLuFcsWnI,Lolabarreto545,+56 2 2769 6617,5661154,,Nocturno,Consalud,Part time,1
Guadalupe Salgado Contreras,Guadalupecontreras557@tourket.com,WPb5W09DwQ57IZ,gusaco805,+56 9 1213 9496,22035441,0,,,,5
Carlos Noriega Tapia,Carlostapia868@wass.com,8oMNjMtdJrmQUBRf,carlos9263831,+56 9 9779 8146,26922040,-1792,,,,6
Guadalupe Zamora Melgar,guzame706@outluc.com,gWHf1UH8,guadalupe2372365,+56 9 0632 8282,19126176,0,,,,3
Sta. Julia Gamez Castro,sta.7763394@wass.com,vUW2qaNkK6MjyP8i,sta.4362308,,13122939,2553,,,,9
Ana Luisa Ordóñez Atencio,anluorat303@viajes.cl,,,+56 9 6916 0198,19696737,,Nocturno,Banmédica,Full time,0
Miguel Ángel Collazo Laureano,miáncola665@edubus.cal,bbMvfiL3FlO0X,miáncola595,+56 9 7715 5213,2245073,927,,,,5
Caridad Fuentes Lebrón,caridad7036799@edubus.cal,pqaAPc2eqB,Caridadlebrón622,+56 2 8930 3765,15375530,6874,,,,2
Sta. Ricardo Tijerina Vallejo,stritiva170@marmol.com,umRyiqM8McXh,stritiva593,+56 2 0014 5333,,6190,,,,
,feapzú922@wass.com,kpafY5azNHiWS,Federicozúñiga524,+56 9 8007 9538,1063807,6042,,,,0
César Zaragoza Guillen,césar5785913@edubus.cal,rfkDTfxvCm83x10O,Césarguillen909,+56 2 1959 6408,,3966,,,,
María Aranda Becerra,Maríabecerra494@viajes.cl,tEs0wYMSHylqQ,Maríabecerra650,+56 2 3875 6556,16220781,,Nocturno,Consalud,Part time,4
,josé7686901@outluc.com,tYhZQ9orrRXb,josé4125754,+56 2 7665 2091,19477353,0,,,,6
Sta. Amalia Nazario Balderas,sta.8068125@viajesanma.com,1n84ykZ9YU,Sta.balderas672,+56 2 7484 9491,,0,,,,
José Eduardo Hurtado Loya,Joséloya848@viajes.cl,2XqdKq2kekRY8rcx,joedhulo934,+56 2 0470 4477,28594697,,Diurno,Consalud,,2
Sra. Carlota Carmona Batista,sra.6232148@viajesanma.com,YTh9NZpZi15i,srcacaba179,+56 2 8522 8018,7805186,0,,,,8
Alejandro Villanueva Hinojosa,alvihi145@tourket.com,yfU8YaUcS,Alejandrohinojosa732,,4014133,2571,,,,2
Salvador Araña Mata,salvador7196389@outluc.com,3lKpHUPws2L,Salvadormata832,+56 2 7992 4404,12374731,-16050,,,,3
Rosalia Villa Negrete,rosalia9151870@tourket.com,Y8BZvYrm9u3a,rosalia6826564,+56 9 4337 9349,18670594,,,,,7
Ramón Carrasco Jaramillo,ramón5985122@viajes.cl,I079rdPP0,,+56 9 4781 5254,9684965,,Nocturno,Más vida,Full time,6
Clemente Arroyo Delacrúz,Clementedelacrúz671@viajes.cl,WdeD0zXxRBvn7ibz,clemente1932305,+56 9 9430 1824,5873604,,Diurno,Fonasa,Part time,K
Guillermina Muñiz Segovia,Guillerminasegovia903@edubus.cal,jKh2xCuJ9OAd,Guillerminasegovia171,+56 9 0695 8751,16255108,7827,,,,6
Víctor Zamudio Girón,Víctorgirón594@viajesanma.com,wlyRw0AhHlXB,víctor435343,,27329794,0,,,,4
José Moya Mejía,josé1124535@viajesanma.com,GwXIGhWZ4s6cLxU,josé4099994,+56 9 2797 9260,23394756,8532,,,,3
Daniel Padrón Ojeda,dapaoj666@marmol.com,WL5aBT6R,dapaoj479,+56 9 4844 5102,,1980,,,,
Joaquín Ulibarri Beltrán,joulbe128@viajes.cl,7e9ZcMRyQv,joulbe359,+56 9 0431 2526,14784946,,Diurno,Consalud,Full time,K
Sta. Cristina Sosa Robles,sta.8892184@viajes.cl,90ju49zkmRN,sta.4529426,+56 2 8405 9359,900992,,Nocturno,Colmena,Part time,2
Mario Marín Urías,mario9974361@outluc.com,sRwXZkpBKxj58NO,,+56 9 0648 8625,19828469,5952,,,,6
Andrés Batista Otero,anbaot909@wass.com,WB0zJSIae,anbaot387,+56 2 4770 8007,-26651086,0,,,,1
Mateo Escobar Collado,Mateocollado527@viajes.cl,8CsQhGzpwg4qNX1,maesco318,+56 2 3666 2971,19690002,,Nocturno,Consalud,Full time,0
Amalia Orosco Adame,Amaliaadame525@viajes.cl,A6JJvQdqHqiRSLG2,amalia7753386,+56 2 8160 3692,19863471,,Diurno,Colmena,Full time,9
Blanca Villalpando Jurado,blviju147@tourket.com,WyWjtMwRHI42wfy,blviju839,+56 2 9001 1125,24700541,-1201,,,,2
Gabriel Oquendo Chacón,gabriel1504795@viajes.cl,dQQUp8IzUaVtgpc,gabriel4692168,+56 9 4869 5646,15252304,,Nocturno,Fonasa,Part time,1
Miguel Maya Barrera,mimaba880@viajesanma.com,YkrxH8pExiyTT,,+56 9 8466 7977,15686205,3895,,,,3
Mayte Uribe Noriega,Maytenoriega971@edubus.cal,,mayte3208609,+56 2 5314 6820,,10610,,,,
Sr. Salvador Zambrano Ávalos,Sr.ávalos839@tourket.com,OfE6KPwoEgD2Pvh,sr.7889939,+56 2 0016 9157,19448101,12207,,,,2
Débora Contreras Acuña,décoac736@viajes.cl,zTjXCOCmlz0EV,Déboraacuña803,+56 9 8255 8742,,,Nocturno,Banmédica,Part time,
Víctor Castro Tejeda,Víctortejeda438@viajes.cl,uU0xeouYU,Víctortejeda564,+56 9 6083 7988,,,Nocturno,Consalud,Part time,
Juana Negrete Pelayo,junepe364@viajesanma.com,of9hGWjX1tD,juana5317365,,,5688,,,,
Sta. Maricarmen Espinosa Carvajal,sta.2424119@wass.com,U2GBh9llNE8O3XmK,stmaesca886,+56 2 0229 9634,13038813,0,,,,2
Cecilia Arredondo Dueñas,cecilia6571674@outluc.com,s2Yj03tCf9DDk,,+56 9 9622 5995,20764737,0,,,,3
Martín Navarro Griego,managr443@viajesanma.com,cFBax1qz4GICv0,managr354,+56 9 6839 2916,3656340,7262,,,,0
Claudio Gracia Garica,clgrga757@edubus.cal,sIh4PaTxjQU,claudio2335270,+56 2 4303 9244,,0,,,,
Timoteo Espinoza Zamudio,Timoteozamudio112@marmol.com,IzO1Vo3Bl,timoteo7506945,+56 2 0611 4004,13000845,7451,,,,3
Jorge Cedillo Villalobos,jorge8296732@viajes.cl,,jorge7937169,+56 2 2621 5741,18342187,,Diurno,Banmédica,Part time,5
Diego Perales Carrillo,diego4195464@tourket.com,P8SwnrnumWCzmMqk,diego3427531,+56 9 4500 5716,9982278,0,,,,3
Horacio Velasco Hernandes,horacio4338693@tourket.com,RgmrY8G2PcCam,Horaciohernandes189,+56 9 0134 8407,17252408,708,,,,7
Jacobo Urbina Ozuna,jauroz210@marmol.com,5bl1G649,Jacoboozuna240,+56 2 1005 8579,28156797,22628,,,,7
Rebeca Guerra Estrada,regues799@edubus.cal,aXmyXoqbuG0Hl9,rebeca4860303,+56 9 5404 9971,22550910,23369,,,,7
Sta. Teodoro Prado Yáñez,sttepryá858@tourket.com,pmk8fCztsNEcxM,sttepryá124,+56 2 6266 4180,16570754,13556,,,,0
Gabriela Zavala Ojeda,gazaoj875@viajes.cl,5ZrbhzyxS1,gabriela2917880,+56 2 3025 3642,4799508,,Diurno,Fonasa,Full time,6
Octavio Vela Guajardo,,pmb6MOL2,octavio8682320,,13873467,20930,,,,6
Mayte Llamas Zúñiga,Maytezúñiga502@edubus.cal,94E5Pu4PodQ,Maytezúñiga834,+56 9 1628 6238,11966500,12790,,,,0
Miguel Mercado Soto,miguel7762265@viajes.cl,1RaDafU2,Miguelsoto553,+56 2 5460 9490,2125262,,Nocturno,Banmédica,Full time,K
Jerónimo Caraballo Armijo,jecaar408@tourket.com,rwhG8o04GqQl,jecaar954,+56 2 2901 6379,13827736,36668,,,,4
Eloisa Vanegas Solís,Eloisasolís925@marmol.com,tPg7i9VOw8a3NlA3,Eloisasolís724,,,0,,,,
Clemente Vergara Montes,clvemo716@edubus.cal,AS1fNptNJiujE,clvemo733,+56 2 4010 1218,22964956,4860,,,,6
Benito Ocasio Medrano,,6JKk31FjBMGPeKJ,benito8939438,+56 2 9512 8205,19527286,3266,,,,7
Juan Luna Adame,juan1666343@outluc.com,4P841PBOnmzC93Fv,juan8341852,+56 2 4016 8496,-16859952,4753,,,,8
Silvia Niño Arreola,Silviaarreola496@viajes.cl,NGCbygw0,silvia6697247,,761849,,Diurno,Más vida,Part time,2
Sofia Medrano Báez,somebá712@viajes.cl,uK1Hz5fIwS,,+56 9 4514 0905,,,Nocturno,Más vida,Part time,
Elena Chacón Parra,elchpa632@viajes.cl,zzdRFIYRng2,elena9705849,+56 2 5037 0068,9739249,,Nocturno,Colmena,Full time,8
Sr. Clara Urías Burgos,sr.590458@viajes.cl,5giPx3cCqW0aCW5B,sr.8062983,+56 2 8015 2423,7405828,,Nocturno,Consalud,Full time,0
Ana María Estévez Vaca,ana6840583@wass.com,,,+56 2 4867 3148,10022555,24448,,,,7
Julia Mejía Ruelas,Juliaruelas849@viajes.cl,,Juliaruelas109,+56 2 6778 6409,17649793,,Diurno,Colmena,Part time,9
Luz Esquivel Rivas,Luzrivas623@edubus.cal,DassWKSGcWdUY0,Luzrivas198,+56 9 1468 8543,22157825,6839,,,,2
Sr. Claudio Solorzano Figueroa,sr.8195761@viajesanma.com,3WWgB7SlsXYwMf,Sr.figueroa907,+56 2 5151 4640,17662092,0,,,,7
Jaime Loya Serna,,x1NZP2YV,jaime6693470,+56 2 8071 9626,3758888,4203,,,,1
Víctor Corrales Oquendo,víctor8936801@edubus.cal,dk3PhtinfsW,vícooq419,+56 2 6271 3659,1976158,3060,,,,4
Marta Haro Centeno,Martacenteno679@marmol.com,k5e5RLwG,mahace155,+56 9 3949 6335,19531596,20441,,,,5
Ariadna Reynoso Varela,arreva241@outluc.com,01ijdQkwMD3cQ1M6,Ariadnavarela823,+56 2 5901 0959,23397776,9259,,,,4
Luz Mesa Prado,Luzprado380@viajes.cl,xWm46Q9GhCAABcp,lumepr317,+56 2 9888 9365,7393759,,Nocturno,,Part time,0
Sr. José María Sarabia Macías,sr.8735344@viajes.cl,h0JXa1qeGMJU,sr.6718987,+56 2 8460 2182,15932126,,Nocturno,,Full time,6
Octavio Curiel Viera,octavio360469@outluc.com,bmTxvmtLiRa5AP,occuvi790,+56 9 5491 3698,7862508,1962,,,,2
,,F0OYHcMwx1NM3ykm,flbátr120,+56 9 5022 9919,,0,,,,
Tomás Sanches Espinal,Tomásespinal733@wass.com,INMcqRtbk82,tomás8582323,,24561098,,,,,K
Manuel Rodríguez Zelaya,maroze498@viajesanma.com,oF4B3E7b,maroze857,+56 2 4285 0378,17717331,0,,,,2
Ester Rojas Saavedra,esrosa577@tourket.com,ZaC94r3oP,esrosa174,+56 9 0553 2472,11170977,2052,,,,7
Estela Alicea Meraz,Estelameraz510@edubus.cal,02LRB6tuhCrzwRS,Estelameraz730,+56 9 0658 7101,5280623,7299,,,,2
Óscar Sánchez Tello,óscar9962637@viajes.cl,GexDA9jzE,óscar8112715,+56 2 0794 0339,2508841,,Diurno,Fonasa,Part time,7
Sr. Octavio Bermúdez Gaona,srocbega579@viajes.cl,pT0mLQ0ge,sr.3627284,+56 9 4640 7380,28263230,,Diurno,Fonasa,Part time,6
Carlos Arreola Riojas,Carlosriojas590@viajesanma.com,,caarri160,+56 2 0722 3330,1557375,2985,,,,9
Mercedes Figueroa Anguiano,,g82Jili4lTuF,Mercedesanguiano220,+56 9 8294 2629,9171121,,,,,4
Ana Luisa Espino Toro,Anatoro616@viajes.cl,b38fiGfA,anluesto494,+56 9 3059 6333,18726200,,Diurno,Banmédica,Part time,3
Sr. Eva Echevarría Chávez,Sr.chávez902@edubus.cal,BvAp783i0ycMna,sr.980904,+56 2 3041 7029,18659319,11860,,,,7
Lourdes Regalado Solís,loreso265@outluc.com,,Lourdessolís127,+56 2 1641 8206,20933264,0,,,,7
Ramona Zúñiga Roybal,Ramonaroybal882@viajesanma.com,IDKSTq62pfJU2D,razúro769,+56 9 6083 1348,23954827,0,,,,K
Graciela Gollum Cepeda,Gracielacepeda260@outluc.com,Y4W1UnJbgOCiw5,grgoce860,+56 2 7729 8459,7163065,11253,,,,K
Rosario Salinas Navarro,rosario675411@wass.com,USFV4iDf2St9U,Rosarionavarro982,+56 2 6121 5526,17503180,,,,,4
Sta. Laura Guzmán Rocha,sta.7796609@wass.com,5KhZWktQZefDE,stlaguro128,+56 2 6317 3284,13050047,12450,,,,1
Salvador Razo Sisneros,Salvadorsisneros837@viajes.cl,TWWpai8Ahy06L,Salvadorsisneros277,+56 9 4555 4027,15776272,,Nocturno,Fonasa,Full time,9
Ángela Ríos Rodríquez,ángela7611328@marmol.com,tMNiwGl0m,Ángelarodríquez109,+56 2 0120 4596,,259,,,,
Marisol Cazares Canales,marisol5737307@viajesanma.com,C6NAFq403siVJd,Marisolcanales356,+56 2 6076 7795,22262655,-10504,,,,2
David Holguín Estévez,Davidestévez480@outluc.com,U02vR0KsiNZvB,,+56 9 8817 8930,13990475,3119,,,,3
Guadalupe Orosco Guevara,Guadalupeguevara832@viajes.cl,2hv3Ryp1iMKE,guadalupe344336,+56 2 8151 0451,,,Diurno,Fonasa,Full time,
,concepción2822691@viajes.cl,BRCcZJupqe33PQX,Concepcióngaona794,+56 2 8337 5395,11238153,,Nocturno,Más vida,Full time,8
Benjamín Olivárez Elizondo,benjamín8737589@tourket.com,vIHzQrmIfmR0,benjamín9701814,+56 9 6865 9769,2421707,0,,,,8
Francisco Ordóñez Alcántar,froral734@tourket.com,YWFDygQ1rxm0G2C,francisco6199183,+56 2 7984 6839,,2987,,,,
Adriana Leiva Alcántar,Adrianaalcántar818@outluc.com,27X4jAQ9z64G,adriana1677333,+56 9 0291 6248,15288545,13222,,,,8
Sra. Ana Luisa Parra Rivera,sra.4386669@edubus.cal,OmNwK20ruA,sra.8261708,+56 2 0435 2835,22032992,1028,,,,5
Sta. Pilar Ríos Enríquez,stpiríen858@viajes.cl,VrTVCa2bxk,sta.7445674,+56 2 0245 9663,29662879,,Diurno,Más vida,Part time,4
