"María Soledad Díaz Sarabia",18717087,7,MarOAasarabia@viajes.cl,maría2672,EfRU2s4a1w,"+56 2 8054 3579",Diurno,Fonasa,"Part time"
"Vicente Ávalos Guillen",11430445,10,viOevgu@viajes.cl,vicente9741,hfC8AQDdPV17zt,"+56 9 0567 8931",Nocturno,Colmena,"Full time"
"Marisol Uribe Barreto",23933405,9,Marisolbarreto@viajes.cl,maurba,Kgleo32mP9Sgr,"+56 9 1086 6184",Nocturno,Consalud,"Full time"
"Julia Mata Briseño",22880193,3,Juliabriseno@viajes.cl,jumabr,Wf86xK72G,"+56 9 1022 4280",Diurno,"Más vida","Full time"
"Jesús Gómez Barrientos",23797571,5,jesOUs7880@viajes.cl,,EbiELZ5giGVSPtJs,"+56 9 7656 6433",Diurno,,"Part time"
"Vicente Valentín Olivera",24288276,8,Vicenteolivera@viajes.cl,Vicenteolivera,lF95LAxfsp8,"+56 2 4276 7772",Nocturno,Banmédica,"Full time"
"Luis Jimínez Meléndez",8151888,2,LuismelOondez@viajes.cl,lujime,RqnpwTl3hwW667jI,"+56 9 3060 5681",Diurno,"Más vida","Full time"
"Francisca Sáenz Delgado",11738398,9,frsOede@viajes.cl,Franciscadelgado,PSui8pc7MsCi,"+56 2 9629 5155",Diurno,Fonasa,"Part time"
"Guillermina Ornelas Lemus",22591103,7,guillermina6592@viajes.cl,Guillerminalemus,p1t9aR7b1GHrS9L,"+56 2 2790 3130",Nocturno,"Más vida","Part time"
"Eva Polanco Torres",18989613,1,eva6520@viajes.cl,eva3382,Gkk0BWhih5T3Ug4,"+56 2 0349 4693",Diurno,Consalud,"Part time"
"Salvador Escalante Franco",20176971,10,salvador9062@viajes.cl,salvador4345,zoUTRfy1NsXOC5I,"+56 2 9735 8351",Nocturno,Consalud,"Full time"
"Sr. Homero Armendáriz Salcedo",26931220,3,sr.9753@viajes.cl,sr.3269,0sgz8hLJVS5,"+56 9 2955 5116",Diurno,Banmédica,"Part time"
"Ana Luisa Olivares Griego",1818617,9,Anagriego@viajes.cl,anluolgr,oZhpt1fm,"+56 9 4386 7046",Diurno,Consalud,"Full time"
"Sr. Andrea Juárez Sepúlveda",3033285,7,Sr.sepOUlveda@viajes.cl,sr.5059,y5W3ZeZI,"+56 9 2340 9669",Diurno,Consalud,"Full time"
"Gregorio Valadez Rojas",20981473,10,gregorio8563@viajes.cl,Gregoriorojas,fWU5mzdd4A,"+56 9 2751 5329",Nocturno,Fonasa,"Full time"
"Rosa Rentería Segovia",19627058,2,rosa172@viajes.cl,Rosasegovia,IIGIfz4I,"0 0000 0000",Nocturno,Colmena,"Part time"
"Javier Fonseca Becerra",15707575,6,javier7990@viajes.cl,jafobe,HCH2t6Olj,"+56 2 8400 2931",Nocturno,Colmena,"Full time"
"Sr. Carmen Domínquez Lara",3797695,4,srcadola@viajes.cl,Sr.lara,xxYg01C2LxSn0C,"+56 2 7457 0656",Diurno,Consalud,"Full time"
"Jacobo Toledo Lucio",22585213,8,Jacobolucio@viajes.cl,jatolu,QY8dHWJT58qU3,"+56 9 7562 9662",Nocturno,Colmena,"Full time"
"Sta. Sara Lovato Leyva",6252354,9,Sta.leyva@viajes.cl,stsalole,zdDrHNK23zdc,"+56 9 9685 0530",Nocturno,Banmédica,"Part time"
"Rosalia Villaseñor Madrid",4322584,7,Rosaliamadrid@viajes.cl,rovima,nD62QTdr2VTt69,"+56 9 9130 2923",Diurno,Banmédica,"Part time"
"Santiago Carrillo Lozada",21760194,10,santiago8558@viajes.cl,Santiagolozada,4ADhwJnYJeuke,"+56 9 9226 4300",Nocturno,Consalud,"Full time"
"Sra. Gonzalo Duran Espinal",20121150,6,Sra.espinal@viajes.cl,srgodues,zjwHz6J4XDMO8dP,"+56 9 4119 5069",Nocturno,"Más vida","Full time"
"Isabel Nazario Loera",11364195,9,Isabelloera@viajes.cl,isnalo,mX7No8CHuSw,"+56 9 7426 8603",Nocturno,Banmédica,"Full time"
"Sta. María Elena Ochoa Sauceda",21512829,6,sta.7306@viajes.cl,stmaelocsa,qmzk63ykaIsI,"+56 9 1487 4715",Diurno,Fonasa,"Full time"
"María Soledad Chávez Ortiz",11575059,3,MarOAaortiz@viajes.cl,maría946,P9HYes26crt,"+56 2 6400 0616",Diurno,"Más vida","Part time"
"Sara Palacios Briseño",25744972,6,Sarabriseno@viajes.cl,Sarabriseño,k8mh38PzBlhL,"+56 2 0932 0414",Diurno,Banmédica,"Full time"
"Sra. Cristian Escamilla Zaragoza",9970875,1,sra.3208@viajes.cl,Sra.zaragoza,51jsDms4,"+56 2 0874 7526",Diurno,Fonasa,"Full time"
"Ernesto Matías Barreto",20318582,10,ernesto2179@viajes.cl,ernesto9414,pItSsCKwpwsu94P,"+56 2 1869 5023",Nocturno,Colmena,"Full time"
"Sr. Homero Jaimes Montez",27680344,1,srhojamo@viajes.cl,sr.196,Z5tKqoQ0Q,"+56 2 9104 7980",Diurno,Colmena,"Part time"
"Antonia Sepúlveda Holguín",15278055,10,AntoniaholguOAn@viajes.cl,antonia7881,BxV2pgmE2s,"+56 9 7285 9463",Nocturno,Banmédica,"Part time"
"Arturo Nevárez Ramos",400766,2,arturo2525@viajes.cl,Arturoramos,8vCgFCWXqcpL5xh,"+56 9 0845 4487",Diurno,Fonasa,"Part time"
"Mateo Soto Puga",23520580,7,masopu@viajes.cl,Mateopuga,1wVIgbUVO45gL2ng,"+56 2 0438 5589",Nocturno,"Más vida","Full time"
"Sra. Marta Gutiérrez Villareal",12350112,8,sra.5568@viajes.cl,srmaguvi,6qvIjnFz7R4Pwk,"+56 9 0095 4814",Nocturno,Colmena,"Part time"
"Javier Báez Cordero",26350716,9,jabOeco@viajes.cl,javier7282,W4fPs8wENJa41W,"+56 9 6910 8751",Nocturno,Colmena,"Full time"
"Salvador Uribe Rojo",1271332,10,saurro@viajes.cl,saurro,ObiNc7u5M,"+56 9 0543 1067",Nocturno,Fonasa,"Part time"
"Esteban Díaz Ávalos",15444556,10,esteban919@viajes.cl,esdíáv,PLr7htgNe,"+56 9 2729 7966",Diurno,Fonasa,"Part time"
"Juan Carlos Cepeda Montalvo",14564798,3,juan7630@viajes.cl,Juanmontalvo,v0gsUYLrBnK5csf,"+56 2 0593 0166",Nocturno,"Más vida","Part time"
"Luis Miguel Valle Alicea",9360826,7,Luisalicea@viajes.cl,Luisalicea,E4uWhCBoBZNCVee,"+56 2 6479 7886",Diurno,Colmena,"Full time"
"Isabel Almonte Laboy",8526905,4,Isabellaboy@viajes.cl,isalla,HYMZ30ewRZaF,"+56 9 5143 8662",Diurno,Colmena,"Full time"
"Cristobal Delacrúz Arenas",3201692,8,Cristobalarenas@viajes.cl,crdear,3O3zoQYSv2m9Nkvl,"+56 9 7115 1898",Diurno,"Más vida","Part time"
"Esperanza Ramírez Alcántar",5802609,3,EsperanzaalcOentar@viajes.cl,esraal,jd8jPuteIgm,"+56 2 3236 9568",Nocturno,Fonasa,"Part time"
"Sr. Gonzalo Lemus Saldivar",14046798,7,Sr.saldivar@viajes.cl,sr.9762,HAY3HjRKK,"+56 2 1041 9282",Nocturno,Fonasa,"Full time"
"Sr. Elsa Bustamante Garay",20567221,4,srelbuga@viajes.cl,sr.5150,sLnXlZQ7,"+56 2 5343 5466",Diurno,Fonasa,"Full time"
"Ramona Orosco Rivero",29179253,7,raorri@viajes.cl,raorri,V0cqAZ5Z0HIwpKo5,"+56 2 4912 3668",Diurno,"Más vida","Full time"
"Sta. Marcos Pantoja López",5355745,7,Sta.lOIpez@viajes.cl,Sta.lópez,AX9o8pc6R34CPgs,"+56 9 2894 3946",Diurno,"Más vida","Part time"
"Sra. Guillermo Gaitán Sanabria",25502105,2,Sra.sanabria@viajes.cl,srgugasa,OIva9Z6OUD4ms,"+56 2 0339 0967",Nocturno,Banmédica,"Part time"
"Clemente Cano Calderón",1678423,10,ClementecalderOIn@viajes.cl,clemente1715,eZ0Oq2GHYty,"+56 2 8618 8349",Nocturno,Fonasa,"Full time"
"Graciela Alvarado Miramontes",29691776,1,graciela2674@viajes.cl,gralmi,2LMVuBWyi,"+56 9 1316 0500",Diurno,Banmédica,"Full time"
"Sra. Gloria Villareal Monroy",16794455,8,sra.7674@viajes.cl,sra.6144,xdk3qUuTNYSW,"+56 9 2021 8147",Nocturno,Banmédica,"Part time"
"Sta. Florencia Treviño Guerra",10523471,6,Sta.guerra@viajes.cl,Sta.guerra,HoJsz9QoGOOF271L,"0 0000 0000",Diurno,Banmédica,"Full time"
"Leonor Santacruz Farías",15535635,9,leonor2699@viajes.cl,leonor1926,E7a4v5hbFp1Z,"+56 2 6738 7017",Diurno,Fonasa,"Part time"
"Marta Delapaz Contreras",29271292,8,Martacontreras@viajes.cl,madeco,l02an1mKmKG0l5,"+56 9 3056 3915",Nocturno,Colmena,"Full time"
"Fernando Mayorga Uribe",19873196,10,fernando3669@viajes.cl,Fernandouribe,ak0rJLkp,"+56 9 8163 3818",Diurno,Banmédica,"Part time"
"Homero Barragán Lira",3036210,1,homero7480@viajes.cl,homero4605,8BeM8FehoypwN6vM,"+56 9 3892 9511",Diurno,Banmédica,"Full time"
"Sr. Gloria Badillo Ozuna",23890017,4,Sr.ozuna@viajes.cl,srglbaoz,wXtYYA5jmBn,"+56 2 3543 7289",Nocturno,Colmena,"Part time"
"Patricio Sierra Sisneros",14076335,7,Patriciosisneros@viajes.cl,pasisi,NA7LaUh6tIbVWO,"+56 9 0489 1336",Diurno,Fonasa,"Part time"
"José Eduardo Fajardo Carbajal",9512507,7,JosOocarbajal@viajes.cl,Josécarbajal,pGTzHaU5r,"+56 9 0419 4819",Diurno,Colmena,"Full time"
"Marisol Borrego Escobedo",21725068,4,maboes@viajes.cl,maboes,09rw9g1cWgUK,"+56 2 5045 3115",Diurno,Consalud,"Part time"
"Andrés Tapia Zamora",4426839,6,AndrOoszamora@viajes.cl,antaza,LItY6lsGO4,"+56 9 7035 2867",Diurno,Consalud,"Full time"
"Sta. Elena Ozuna Cornejo",23724972,10,stelozco@viajes.cl,stelozco,W441lkzjzf,"+56 9 8938 8570",Nocturno,"Más vida","Full time"
"Sra. Timoteo Baca Nevárez",12769243,2,Sra.nevOerez@viajes.cl,sra.5305,bSOfQNjq6,"+56 9 5471 4122",Diurno,Fonasa,"Part time"
"Teresa Lovato Tórrez",506812,6,TeresatOIrrez@viajes.cl,telotó,YBBM7k9y,"+56 9 9127 6010",Diurno,Banmédica,"Full time"
"Sra. Samuel Páez Ávila",21475406,1,Sra.Oevila@viajes.cl,Sra.ávila,E09pf4l6KLMZE,"+56 2 3017 7887",Diurno,"Más vida","Full time"
"Nicolás Marrero Ramón",13585507,3,nimara@viajes.cl,nicolás2191,2BV8SXcfAgiD5pVZ,"+56 2 5090 5807",Diurno,Banmédica,"Full time"
"Raúl Covarrubias Arredondo",4180767,9,RaOUlarredondo@viajes.cl,raúl4292,gd1JiP6gpiUTAH,"+56 9 2533 5697",Nocturno,Fonasa,"Full time"
"Pedro Saavedra Iglesias",6161041,3,pedro1766@viajes.cl,Pedroiglesias,61di2ss0ApL3,"+56 9 0331 1982",,Consalud,
"Jerónimo Calvillo Olivares",16472735,1,jecaol@viajes.cl,jecaol,O68tlM4Nut1F,"+56 9 1454 0617",Diurno,Consalud,"Part time"
"Benito Canales Saldivar",22359932,10,benito1429@viajes.cl,Benitosaldivar,N0WzOUowe6BB9Fw,"+56 9 4271 9721",Diurno,Banmédica,"Part time"
"Andrea Cervantes Alonzo",10622272,10,andrea7429@viajes.cl,anceal,1Xqd7gUlrcEfN,"+56 2 3585 1814",Nocturno,"Más vida","Full time"
"Jorge Cepeda Ferrer",22930113,6,Jorgeferrer@viajes.cl,jorge659,7Iv1YeLnW,"+56 2 1779 1668",Diurno,Banmédica,"Full time"
"Sra. Manuela Curiel Olivo",20893842,8,Sra.olivo@viajes.cl,srmacuol,JaCJ2nnrA2P,"+56 9 2324 4372",Nocturno,Banmédica,"Part time"
"Nicolás Véliz Ozuna",7290218,1,nicolOes4043@viajes.cl,Nicolásozuna,jWsn6EhTnir2,"+56 9 9277 0716",Nocturno,Colmena,"Full time"
"Mónica Cornejo Bueno",11279289,9,mOInica8418@viajes.cl,mócobu,RCI8pl1K8,"+56 2 4483 7270",Nocturno,Banmédica,"Full time"
"Carlos Jiménez Cepeda",26526631,2,cajice@viajes.cl,Carloscepeda,CeOn9FjSt4B,"+56 2 4502 1272",Diurno,Consalud,"Part time"
"Sta. Daniel Mercado Cuellar",26200846,10,Sta.cuellar@viajes.cl,Sta.cuellar,ffVpAP1ctSP,"+56 2 8754 2579",Diurno,Colmena,"Part time"
"Hernán Verdugo Toledo",17634111,4,heveto@viajes.cl,hernán4448,4KhesW4A4Jcr,"+56 2 9786 7003",Nocturno,Banmédica,"Part time"
"Patricio Zepeda Tapia",16365345,1,pazeta@viajes.cl,Patriciotapia,N0fIAWZf6HIDas,"+56 9 9396 1582",Diurno,Colmena,"Full time"
,21021470,4,Sr.pichardo@viajes.cl,srsabapi,,"+56 2 3386 9898",Nocturno,Consalud,"Part time"
"María Eugenia Prado Serrano",9926114,5,maeuprse@viajes.cl,Maríaserrano,c7xLv83P,"+56 9 0385 1591",Diurno,Colmena,"Full time"
"Teodoro Manzanares Lara",5053201,1,teodoro2239@viajes.cl,temala,o9BBF6wn,"+56 2 5338 4156",Nocturno,"Más vida","Full time"
"Sra. María del Carmen Alcántar Verduzco",21931409,4,srmadecaalve@viajes.cl,sra.7493,M1lGptWDFF,"+56 2 8331 1592",Nocturno,"Más vida","Full time"
"Raúl Portillo Munguía",377705,7,RaOUlmunguOAa@viajes.cl,raúl5936,y0F6BsB5n,"+56 2 8316 1405",Nocturno,Fonasa,"Part time"
"Ignacio Marrero Rendón",29348369,8,IgnaciorendOIn@viajes.cl,igmare,tWCy6bzN,"+56 9 8749 5108",Nocturno,Banmédica,"Full time"
"Claudio Gallardo Cuellar",25344454,1,Claudiocuellar@viajes.cl,Claudiocuellar,iq7csCzHm1,"+56 2 7777 4565",Diurno,Banmédica,"Full time"
"María Cristina Espinoza Ávila",11416402,10,MarOAaOevila@viajes.cl,Maríaávila,UataAKUI0Q,"+56 2 9020 8143",Diurno,Fonasa,"Full time"
"José Salazar Olivera",12906747,10,josaol@viajes.cl,josé8360,sAGEhvJC1,"+56 2 8657 3991",Nocturno,Consalud,"Full time"
"Sr. Julio Casillas Meraz",16831151,6,sr.8176@viajes.cl,Sr.meraz,WIySvWhzq58YAv,"+56 9 3193 3332",Nocturno,Colmena,"Full time"
"Alfredo Delarosa Zapata",12685357,2,Alfredozapata@viajes.cl,Alfredozapata,LFXm3bwbys2vXsfg,"0 0000 0000",Nocturno,,"Part time"
"Sr. Claudio Núñez Agosto",20701122,3,Sr.agosto@viajes.cl,Sr.agosto,H1ni28FPvJN,"+56 2 3200 2919",Diurno,Consalud,"Part time"
"Patricio Santana Ramón",2063199,6,patricio723@viajes.cl,Patricioramón,6Dd7wapi,"+56 9 8776 5944",Diurno,Consalud,"Part time"
"Gilberto González Delapaz",16740438,3,gilberto7852@viajes.cl,gigode,cy3Mdo1lzjw,"+56 9 6184 3093",Diurno,Banmédica,"Part time"
"Jorge Mejía Botello",0,10,jomebo@viajes.cl,Jorgebotello,MEGz07vkve,"+56 2 3490 2803",Nocturno,Fonasa,"Part time"
"Mateo Adorno Pulido",16526052,10,Mateopulido@viajes.cl,mateo3972,Zs9Gm85igxxv,"+56 2 0221 0531",Diurno,"Más vida","Part time"
"Andrea Pabón Salcido",15096041,10,andrea7429@viajes.cl,anpasa,qbphMwC0hFp0,"+56 9 4531 7351",Diurno,Colmena,"Full time"
"Sta. Horacio Padilla Arguello",27957737,10,sthopaar@viajes.cl,sthopaar,j4n60jE1,"+56 2 4836 1874",Diurno,Banmédica,"Full time"
"Mario Grijalva Caballero",9819497,5,mario8974@viajes.cl,Mariocaballero,Nm4Q1aIlcJ6UE,"+56 2 2586 1680",Nocturno,"Más vida","Part time"
"Sr. Gonzalo Lemus Saldivar",14046798,7,Sr.saldivar@viajes.cl,sr.9762,HAY3HjRKK,"+56 2 1041 9282",Nocturno,Fonasa,"Full time"
"Felipe Meza Juárez",26109320,10,felipe8253@viajes.cl,felipe4554,MdRG7Y3tZxJ,"+56 2 2452 0461",Nocturno,Colmena,"Part time"
"Pablo Amaya Rincón",27654843,3,paamri@viajes.cl,,0ccchGCc4JW9m,"+56 2 1581 5859",,,"Part time"
"Julia Terán Leal",3476264,3,Julialeal@viajes.cl,julia1966,pNNC9rNX7rd6,"+56 9 4904 9723",Nocturno,"Más vida","Full time"
"Mariana Cortés Rolón",12352264,8,mariana7516@viajes.cl,macoro,ijEQ8iIVhADT7Z,"+56 9 0871 2971",Nocturno,Consalud,"Part time"
"Laura Villalobos Vargas",28280276,7,laura3697@viajes.cl,laura1185,kW1zDi7VLlgHM9,"+56 9 5951 6973",Nocturno,Consalud,"Full time"
"Sra. Clemente Rincón Vázquez",13461775,6,Sra.vOezquez@viajes.cl,srclrivá,76s60RhsFP4y,"+56 9 4532 6668",Nocturno,Colmena,"Part time"
"Marcela Espinosa Haro",21767927,3,maesha@viajes.cl,marcela7666,Evc7wKaELBg0W,"+56 9 2637 1260",Nocturno,Colmena,"Part time"
"Ernesto Nevárez Olivera",25069856,9,erneol@viajes.cl,Ernestoolivera,3OVoPs0C046S,"+56 9 4143 6571",Diurno,Fonasa,"Part time"
"Sta. Mariano Cavazos Montes",1786035,6,stmacamo@viajes.cl,Sta.montes,3x4G3DDuY,"+56 9 3409 8547",Nocturno,Colmena,"Part time"
"Diana Cabán Santana",28583789,8,Dianasantana@viajes.cl,Dianasantana,sqlFGXYp4fG0Zj,"+56 2 2544 0134",Diurno,"Más vida","Full time"
"Sra. Daniel Candelaria Heredia",26155913,7,sra.7947@viajes.cl,Sra.heredia,yUFHggM5ThiK,"+56 9 2504 4976",Nocturno,Fonasa,"Full time"
"Rosario Mora Delagarza",25146121,10,Rosariodelagarza@viajes.cl,Rosariodelagarza,k4zWdPREMnMb5X,"+56 9 5806 8424",Diurno,Colmena,"Part time"
"Jorge Luis Carrero Alanis",5597086,6,Jorgealanis@viajes.cl,Jorgealanis,AVqaG5y1GKIw8e,"+56 2 1886 2248",Diurno,"Más vida","Part time"
"Sta. Ignacio Baeza Uribe",6627742,9,Sta.uribe@viajes.cl,sta.5536,JmxDS9IqQ,"+56 2 7033 5393",Diurno,"Más vida","Part time"
"César Fajardo León",17463614,1,COosarleOIn@viajes.cl,césar2144,kp7Na79Jxa4e5C,"+56 9 1626 4847",Nocturno,Fonasa,"Full time"
"Cecilia Varela Griego",11100567,2,cecilia7335@viajes.cl,cevagr,VNM5eOGtFLqgf,"+56 2 2650 9756",Nocturno,Banmédica,"Part time"
"Sra. Pablo Peres Urías",26678941,6,Sra.urOAas@viajes.cl,sra.1967,CzAQFv77olnVz4n,"+56 2 2029 2245",Diurno,Consalud,"Part time"
"Magdalena Lira Treviño",10301962,1,malitr@viajes.cl,magdalena1756,h25xOaK9q1TtPNB,"+56 9 3005 1484",Diurno,Fonasa,"Full time"
"Sr. Homero Armendáriz Salcedo",26931220,3,sr.9753@viajes.cl,sr.3269,0sgz8hLJVS5,"+56 9 2955 5116",Diurno,Banmédica,"Part time"
"Catalina Vargas Ozuna",7195575,3,Catalinaozuna@viajes.cl,catalina7062,zwSpVoO4R,"+56 9 3491 9515",Nocturno,Colmena,"Part time"
"Sta. Salvador Altamirano Rendón",6769256,10,stsaalre@viajes.cl,,xQB6mqRo2d6KwIp,"0 0000 0000",Nocturno,,"Part time"
"Horacio Mares Cepeda",10717962,3,horacio279@viajes.cl,horacio2852,53wiJgTp8uI9DhD,"+56 9 5148 5886",Nocturno,Banmédica,"Full time"
"Andrea Sauceda Delgadillo",13226853,3,ansade@viajes.cl,andrea1430,Nbfs0Jvy,"+56 2 6543 9607",Nocturno,Fonasa,"Full time"
"Marisol Borrego Escobedo",21725068,4,maboes@viajes.cl,maboes,09rw9g1cWgUK,"+56 2 5045 3115",Diurno,Consalud,"Part time"
"Daniel Deleón Barragán",2545593,2,daniel2268@viajes.cl,daniel4861,MuZyO962oX9B,"+56 9 5140 1856",Nocturno,Colmena,"Part time"
"Sancho Flórez Téllez",25144062,10,SanchotOollez@viajes.cl,Sanchotéllez,uqxbb8l3Wv4bB,"+56 2 2418 5979",Nocturno,Fonasa,"Part time"
"Laura Escamilla Galarza",16200758,10,laesga@viajes.cl,laura1430,4L92HA6sjh8t0,"+56 9 9427 0833",Diurno,Banmédica,"Part time"
"Adán Pedraza Correa",6968536,6,AdOencorrea@viajes.cl,adpeco,j3x2ro99V,"+56 9 6371 9226",Diurno,Fonasa,"Full time"
"María del Carmen Roybal Fajardo",26483617,4,MarOAafajardo@viajes.cl,madecarofa,speYaI3a53,"+56 2 5431 0836",Diurno,Banmédica,"Part time"
"Inés Chacón Escamilla",1271682,6,inOos8100@viajes.cl,inches,Yq6GlzKKXJP,"+56 2 0587 9008",Nocturno,Fonasa,"Part time"
"José Luis Arias Esquibel",7091734,3,JosOoesquibel@viajes.cl,Joséesquibel,fJsOV5Qe6,"+56 9 1842 1036",Diurno,Banmédica,"Full time"
"Salvador Fierro Hernandes",12530841,4,Salvadorhernandes@viajes.cl,safihe,n6SAJlraogcH4C2U,"+56 9 4950 5566",Nocturno,Fonasa,"Full time"
"Sra. Ángela Báez Sánchez",5614907,4,sra.626@viajes.cl,sránbásá,nHgy0j4eG,"+56 2 0628 0015",Nocturno,Banmédica,"Full time"
"Sta. Gerardo Medina Lovato",3648115,3,sta.8710@viajes.cl,Sta.lovato,FVsaVEwH7,"+56 2 4233 5759",Diurno,"Más vida","Part time"
"Elsa Chávez Aguilera",11133673,3,Elsaaguilera@viajes.cl,Elsaaguilera,prSIfW2xtF5JW,"+56 2 5716 2003",Nocturno,Consalud,"Full time"
"Beatriz Patiño Otero",15131087,7,bepaot@viajes.cl,,nwx9v9w3hTNeaTf8,"+56 9 8648 8892",Diurno,Banmédica,"Part time"
"Leticia Zambrano Rosario",23608361,6,Leticiarosario@viajes.cl,Leticiarosario,vVY2QMhhXTaxL,"+56 9 5301 0898",Diurno,"Más vida","Full time"
"Sra. Julio Rodríguez Trejo",2546741,8,Sra.trejo@viajes.cl,sra.1030,yP7TRJ40Vfg0BY,"+56 2 0478 5010",Diurno,Colmena,"Part time"
"Lorena Sarabia Benavídez",21122279,4,losabe@viajes.cl,losabe,SAOhhiyeAlrt4Mqz,"+56 9 7070 1627",Nocturno,Banmédica,"Part time"
,22149095,10,sta.6264@viajes.cl,sta.2689,I6WR6AqsAZ,"+56 9 8860 3476",,"Más vida","Full time"
"Sra. Alejandra Granado Jiménez",28368278,1,sralgrji@viajes.cl,Sra.jiménez,7f49FZKhcAy,"+56 9 9661 2891",Diurno,Banmédica,"Part time"
"Sr. Mariana Caldera Colón",14263002,8,sr.9956@viajes.cl,sr.3843,1ZPuREHdWJpg2T,"+56 2 7831 6768",Diurno,Consalud,"Part time"
"Luisa Serrato Munguía",21962035,7,LuisamunguOAa@viajes.cl,lusemu,JN16Ydb1zjMscdi,"+56 2 5407 2766",Diurno,Colmena,"Full time"
"Jorge Luis Escamilla Casanova",14896959,10,Jorgecasanova@viajes.cl,Jorgecasanova,rDrFg78H9uzZ,"+56 9 9814 5512",Diurno,"Más vida","Part time"
"Sr. Cecilia Alcaraz Valadez",16797825,8,sr.7273@viajes.cl,Sr.valadez,Odvr6jJ78U1,"+56 2 5169 1159",Diurno,"Más vida","Part time"
"Ester Gollum Espinosa",22457322,7,ester2114@viajes.cl,Esterespinosa,JB6x7YsM,"+56 9 0284 6091",Diurno,Banmédica,"Part time"
"Sta. Carla Palomo Rojas",3290147,6,Sta.rojas@viajes.cl,stcaparo,aCwn6ffLFpC94pj,"+56 2 1737 0465",Nocturno,Colmena,"Full time"
"Sta. Teresa Castillo Casillas",1047327,6,sta.6913@viajes.cl,Sta.casillas,RcN7cRRtaM8Lqq6,"+56 9 9401 7191",Diurno,Banmédica,"Full time"
"Benjamín Portillo Girón",23379627,1,benjamOAn622@viajes.cl,Benjamíngirón,mjoVvfCLo6emz6,"+56 9 6071 5615",Diurno,"Más vida","Full time"
,15051283,10,sta.5013@viajes.cl,stjuorbe,UkNhP4JBGcBX,"+56 2 9805 9840",Diurno,Banmédica,"Part time"
"Rafael Carreón Terrazas",10615875,4,Rafaelterrazas@viajes.cl,racate,Jv8YBc4klTQh,"+56 9 6043 8693",Nocturno,"Más vida","Full time"
"Lucas Pérez Huerta",12380369,8,Lucashuerta@viajes.cl,lucas4019,CY5WRvbX6ze898C,"+56 9 1376 4067",Diurno,"Más vida","Full time"
"Ana María Camacho Partida",4353956,6,anmacapa@viajes.cl,anmacapa,96h61YaHt8Eol,"+56 9 0775 6630",Diurno,Banmédica,"Full time"
"Irene Anguiano Meza",13682846,10,iranme@viajes.cl,Irenemeza,TMFjO9KrWu,"+56 9 4539 2112",Nocturno,Fonasa,"Part time"
"Esperanza Ramírez Alcántar",5802609,3,EsperanzaalcOentar@viajes.cl,esraal,jd8jPuteIgm,"+56 2 3236 9568",Nocturno,Fonasa,"Part time"
"César Vázquez Esquibel",2318598,9,COosaresquibel@viajes.cl,céváes,A1b88wn05oSPx,"+56 2 0217 4063",Nocturno,Consalud,"Part time"
"Sr. Cecilia Alcaraz Valadez",16797825,8,sr.7273@viajes.cl,Sr.valadez,Odvr6jJ78U1,"+56 2 5169 1159",Diurno,"Más vida","Part time"
"Jaime Fernández Banda",14989854,9,Jaimebanda@viajes.cl,jaime6023,f9U0McUGWIhEnr,"+56 9 5609 6677",Diurno,Banmédica,"Full time"
"Beatriz Montoya Leiva",24626044,3,bemole@viajes.cl,bemole,nEGXZrZ2yI2CnAq,"+56 2 1921 0612",Diurno,"Más vida","Full time"
"Emilia Serrato Canales",10108514,7,emseca@viajes.cl,emilia7826,a4d78hFz9qG,"+56 9 0239 1250",Diurno,"Más vida","Full time"
"Tomás Márquez Solorio",17479700,5,tomOeso@viajes.cl,tomáso,sGor0pUQsANbDQ,"+56 9 8668 1353",Diurno,Colmena,"Part time"
"Sta. Víctor Estévez Marroquín",2005973,7,stvOAesma@viajes.cl,stvíesma,nOcyv6BN05W1wW,"+56 9 9598 4853",Nocturno,Banmédica,"Part time"
,0,2,milool@viajes.cl,,Qe2e9erOvkVS2llU,"+56 2 7778 6950",Diurno,Banmédica,"Part time"
"Lilia Narváez Matías",24182915,4,linama@viajes.cl,linama,SCTwSQXx6cQ,"+56 2 9066 5631",Nocturno,Colmena,"Full time"
"Teodoro Zaragoza Vázquez",0,7,TeodorovOezquez@viajes.cl,Teodorovázquez,VuJi4lTim73dT,"0 0000 0000",Nocturno,Consalud,"Part time"
"Patricio Cazares Cardenas",16258092,2,patricio8381@viajes.cl,patricio5036,,"0 0000 0000",Diurno,Banmédica,
"César Rosario Becerra",11243408,9,COosarbecerra@viajes.cl,Césarbecerra,ovzXs0pf9O5,"+56 2 7053 4031",Diurno,Consalud,"Part time"
"Antonio Rendón Alvarado",21898939,10,Antonioalvarado@viajes.cl,anreal,UkwOAo5IBei,"+56 2 1830 7161",Nocturno,"Más vida","Part time"
"Sra. Clemente Rincón Vázquez",13461775,6,Sra.vOezquez@viajes.cl,srclrivá,76s60RhsFP4y,"+56 9 4532 6668",Nocturno,Colmena,"Part time"
,28417470,4,jedeoj@viajes.cl,,1IUvFdolVAx5,"+56 9 4366 3282",Diurno,,
"Benito Griego Zayas",21365267,2,begrza@viajes.cl,benito4251,uwR2UHiUsI4AuE8,"+56 2 0279 0855",Diurno,Colmena,"Full time"
"Micaela Loera Olvera",6657949,2,milool@viajes.cl,milool,Qe2e9erOvkVS2llU,"+56 2 7778 6950",Diurno,Banmédica,"Part time"
